?Rk,Player,Class,Season,Pos,School,Conf,G,MP,PER,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,PProd,ORtg,DRtg,OWS,DWS,WS,OBPM,DBPM,BPM,Drafted
4232,Brian Mills,4,10-Nov,F,Mercer,A-Sun,33,1011,20.5,0.524,0.478,7.9,15.7,11.7,11.3,1.8,1.9,12.8,29.8,497,104.1,100.8,2,1.4,3.4,0.4,-0.9,-0.5,0
4233,Devin Mitchell,3,2017-18,G,Georgia State,Sun Belt,35,993,15.9,0.604,0.598,1.2,8.4,4.9,12.7,1.4,0.8,12.4,20.7,378,114.6,104.5,2.1,1.2,3.4,2.8,-2.4,0.4,0
4234,Takal Molson,1,2017-18,G,Canisius,MAAC,33,966,18,0.552,0.515,7.3,13,10.1,16.5,2.3,1.6,15.6,23.2,425,110.5,102.4,2,1.4,3.4,1.1,0.5,1.6,0
4235,Donavan Monroe,4,10-Nov,G,College of Charleston,Southern,37,1225,15.3,0.551,0.511,2.6,6.7,4.7,13.9,1.6,0.4,15.6,20.5,454,110,107.1,2.5,0.9,3.4,1.4,-1.4,0,0
4236,Doral Moore,3,2017-18,C,Wake Forest,ACC,31,791,26,0.658,0.689,13.9,28.4,21,2.5,0.8,9.1,13,18.8,312,123.8,101.2,2.2,1.2,3.4,2.7,4,6.6,0
4237,Jordan Morgan,1,10-Nov,F,Michigan,Big Ten,35,841,21,0.622,0.627,10.8,22.4,13.7,4.9,1.6,2.8,17,21.2,300,111.6,96.1,1.9,1.5,3.4,1.5,3.5,5,0
4241,Aaric Murray,2,10-Nov,C,La Salle,A-10,32,899,24.9,0.548,0.51,10.9,18.9,14.9,9.7,1.9,7.5,14.5,26.9,451,109.6,102.3,2.3,1.1,3.4,1.9,2.4,4.3,0
4242,Lamond Murray,3,2015-16,G,Pepperdine,WCC,32,1009,20.6,0.535,0.503,5.5,13.6,9.6,6.3,1.7,1.7,7.5,26.8,461,110.2,104.5,2.2,1.2,3.4,1.3,-0.4,0.9,0
4243,Youssou Ndoye,4,2014-15,C,St. Bonaventure,A-10,30,957,20.9,0.546,0.47,11.8,24.5,18.1,6,1.3,9.3,20.7,22.1,358,102.9,93.1,1.3,2.1,3.4,-1.8,5,3.2,0
4246,Andrew Nembhard,1,2018-19,G,Florida,SEC,36,1184,13.6,0.512,0.482,0.6,9.8,5.2,32.8,2.3,0.2,21,16.1,355,106.9,100.9,1.6,1.8,3.4,2,2.3,4.3,0
4247,Garrett Nevels,3,2013-14,G,Hawaii,Big West,31,985,16.7,0.573,0.557,1.6,10.6,6.1,10.3,1.5,1.7,7.3,19,356,123.4,108.4,2.5,0.9,3.4,2.8,-0.3,2.5,0
4251,Kevin Obanor,1,2018-19,F,Oral Roberts,Summit,28,627,30.5,0.69,0.64,13.2,24.3,18.7,4.6,0.4,1.6,13.1,26.9,362,131.4,112.6,3.1,0.2,3.4,5.3,-5.2,0.1,0
4255,Kelly Oubre,1,2014-15,G,Kansas,Big 12,36,756,21.1,0.555,0.512,6.4,19.2,13.2,8.1,3.3,1.8,12.5,23.1,303,112,92.6,1.7,1.7,3.4,4.8,3.7,8.6,0
4257,Bubba Parham,2,2018-19,G,Virginia Military Institute,Southern,32,1085,21.4,0.588,0.543,1,10.4,5.5,22.4,1,0.1,12.3,30,639,113.2,115.6,3.3,0.1,3.4,5.2,-5.4,-0.2,0
4258,Jaquon Parker,4,2012-13,G,Cincinnati,Big East,34,1019,15.3,0.492,0.474,7.6,11.2,9.3,12,1.5,0.1,12.5,21.4,361,105.9,97,1.8,1.6,3.4,2.5,1.2,3.7,0
4261,Luke Petrasek,3,2015-16,F,Columbia,Ivy,35,831,21.2,0.623,0.592,5.6,17,11.3,12.2,1.6,5.8,15.4,21.2,331,117.4,100.5,2.1,1.3,3.4,2.5,1.9,4.4,0
4262,Steffphon Pettigrew,4,10-Nov,F,Western Kentucky,Sun Belt,32,1085,18.3,0.54,0.53,8.3,11.2,9.7,8.4,1.3,1.8,12.9,22.2,436,109.5,104.3,2.3,1.1,3.4,2,-0.6,1.4,0
4263,Luwane Pipkins,2,2017-18,G,Massachusetts,A-10,32,1114,21.4,0.566,0.531,1.6,10.8,6.2,26.5,2.6,0,15.3,33.4,634,107.1,109.9,2.6,0.8,3.4,5,-2.2,2.8,0
4264,Elijah Pittman,3,2012-13,F,Marshall,CUSA,32,1032,20.3,0.608,0.579,5.2,10.1,7.4,11.2,1.4,2.3,15.4,23.4,449,115.4,109.5,3,0.4,3.4,4.6,-1.8,2.8,0
4265,Tanner Plomb,4,2015-16,F,Army,Patriot,28,879,21.4,0.544,0.512,2,17.4,9.6,10.7,1.6,0.8,8.6,30.2,470,110.2,101.8,2.1,1.3,3.4,1.8,-2.5,-0.6,0
4266,Dwayne Polee,3,2013-14,F,San Diego State,MWC,33,592,23.1,0.584,0.557,4.4,16.5,10.4,5.1,3.8,3.2,11.4,23.8,243,117.1,84.9,1.5,1.8,3.4,3.4,4,7.3,0
4267,Kendall Pollard,2,2014-15,F,Dayton,A-10,35,1020,17.8,0.571,0.557,5,17.3,11.5,9,1.8,3.6,17.9,26.1,404,100.4,93.5,1.3,2.2,3.4,-1.4,3.2,1.8,0
4272,Kendrick Ray,3,2015-16,G,Kennesaw State,A-Sun,31,1059,22.1,0.563,0.532,4.6,14,9.3,17.9,2.4,0.7,12.9,27.4,550,111.2,109.9,2.7,0.7,3.4,2.9,-1.8,1.1,0
4273,Marcquise Reed,1,2014-15,G,Robert Morris,NEC,35,973,22.1,0.57,0.531,2.4,7.9,5.3,18.6,4.1,0.1,16.2,29.6,481,106.2,102.2,2.1,1.3,3.4,1.9,-1.1,0.8,0
4276,Kerwin Roach Jr.,4,2018-19,G,Texas,Big 12,31,905,20.6,0.545,0.515,2.6,14.6,8.6,24.6,2.4,1.1,14.5,28.1,440,107.3,99.8,2,1.4,3.4,5.5,2.9,8.4,0
4277,Alex Robinson,4,2018-19,G,Texas Christian,Big 12,37,1290,15.4,0.506,0.477,1.3,11.3,6.4,37.2,2.3,1,22,22.8,543,101.4,101.5,1.6,1.9,3.4,1.6,1.7,3.4,0
4280,Earnest Ross,2,10-Nov,G,Auburn,SEC,31,987,19.1,0.524,0.463,6.4,18.3,12.1,16.3,2.7,1.2,15.6,23.9,395,105.2,97.8,1.8,1.6,3.4,3.6,1.4,4.9,0
4281,Mike Rostampour,3,2013-14,F,Omaha,Summit,32,662,22.3,0.618,0.58,15.5,25.9,20.6,3.9,2.1,1.3,11.5,19.2,301,127.7,98.4,2.2,1.2,3.4,1.7,-0.7,0.9,0
4282,Steven Roundtree,2,11-Dec,F,Oral Roberts,Summit,34,868,20.9,0.608,0.571,11.6,18.2,14.7,11.4,2.5,1.2,18.7,20.7,339,115.8,101.8,2.4,1,3.4,2.7,0.8,3.5,0
4285,Torrance Rowe,4,2015-16,G,Tennessee Tech,OVC,31,1100,18.7,0.563,0.506,1.6,6.7,4.3,26,0.9,0.2,13.8,26.6,562,113.4,113.9,3,0.4,3.4,3.4,-4.3,-0.9,0
4286,Erik Rush,4,10-Nov,G,Montana State,Big Sky,31,987,20.6,0.536,0.484,3.9,11.3,7.4,21.1,2.7,1,14.2,26.6,454,108.4,104.2,2.4,1,3.4,2.5,-0.7,1.8,0
4287,Tevon Saddler,4,2017-18,G,Nicholls State,Southland,30,878,20,0.559,0.5,5.7,18.9,12.4,17.6,2.8,0.8,18.3,26.9,474,106.6,97,1.6,1.7,3.4,-1,0.2,-0.7,0
4288,Jauwan Scaife,4,2012-13,G,Ball State,MAC,30,994,19.1,0.553,0.49,1.9,8.3,4.9,19.3,1.8,0.6,13.8,27,459,112.2,108.4,2.9,0.5,3.4,4.2,-3.7,0.5,0
4291,Josh Sharkey,3,2018-19,G,Samford,Southern,33,1168,19.5,0.545,0.482,2,9.5,6.1,38.6,4.1,0.2,25,28,626,102,102.3,1.8,1.6,3.4,0.9,0.4,1.3,0
4293,Devontae Shuler,2,2018-19,G,Mississippi,SEC,33,1061,16.6,0.587,0.556,2.9,12.3,7.7,17.2,3.1,0.7,16.9,16.7,348,114.7,103,2,1.4,3.4,3.7,2.8,6.4,0
4294,Greg Smith,4,2012-13,F,Colorado State,MWC,35,878,19.7,0.542,0.5,10.6,14.5,12.4,9.2,1,1.8,14.8,24.7,377,111.8,101.7,2.4,1,3.4,3.5,0.6,4.1,0
4295,Parker Smith,4,2012-13,G,North Florida,A-Sun,32,1034,19.1,0.618,0.581,1,11.8,6.4,11,1,0.2,13.6,24.5,438,115,109.9,3,0.4,3.4,4.8,-4.1,0.7,0
4296,Ryne Smith,3,10-Nov,G,Purdue,Big Ten,34,814,15,0.679,0.657,1.3,10.8,6.1,12.5,1.8,0.8,9.9,11,192,136.7,96.9,2,1.4,3.4,5.9,3.4,9.3,0
4299,Shane Southwell,3,2012-13,G,Kansas State,Big 12,33,854,18.3,0.562,0.557,2.8,16.4,9.1,19.4,2.7,2,14,17.4,263,115.3,94.9,1.9,1.5,3.4,4.5,3.5,8,0
4300,Amadou Sow,1,2018-19,F,UC-Santa Barbara,Big West,32,759,23.5,0.599,0.566,12,20.4,16.2,3.9,1.4,3.6,16,26.4,357,112.8,97.7,2,1.4,3.4,-0.8,-0.9,-1.6,0
4302,Daman Starring,4,2012-13,G,UC-Irvine,Big West,36,1093,16.1,0.545,0.507,2.3,12.2,7.2,13.6,1.7,0.5,14,23.1,415,105.2,99.9,1.9,1.4,3.4,1.4,-0.6,0.8,0
4303,Myles Stephens,2,2016-17,G,Princeton,Ivy,30,830,20.5,0.586,0.572,5.9,14.2,10,8.8,1.5,3.3,12.8,24.1,341,110.6,96,1.7,1.7,3.4,1.2,1.6,2.8,0
4304,Tyler Strange,3,2013-14,G,Gardner-Webb,Big South,33,1068,15.7,0.561,0.545,1.1,8.3,4.6,29.1,3.2,0,17.4,16.1,339,113.8,103,1.8,1.5,3.4,1.3,-1,0.3,0
4305,Brian Sullivan,3,2014-15,G,Davidson,A-10,32,1066,15.6,0.54,0.513,0.6,9.2,5,20.3,1.2,0.1,10.7,20.4,404,115,107.2,2.5,0.9,3.4,4.2,-1.6,2.6,0
4306,Matt Sullivan,4,2012-13,G,Brown,Ivy,28,1027,17.3,0.539,0.498,2.5,12.6,7.3,14.8,2.9,0.2,12.2,21.9,366,108.9,100.5,2.1,1.3,3.4,2,-1.1,0.9,0
4308,Ryan Swan-Ford,3,2018-19,F,Air Force,MWC,31,851,23.1,0.616,0.595,11.7,19.6,15.7,14.9,1.8,2,17.7,24.1,397,114.2,103.1,2.3,1.1,3.4,4,0.8,4.8,0
4309,Bandja Sy,4,2012-13,F,New Mexico State,WAC,35,1237,14.8,0.49,0.452,7.5,17.4,12.5,8.4,1.2,1.8,16.2,21.1,407,99.7,96.8,1.4,2,3.4,0.2,0.9,1,0
4310,Ryan Taylor,3,2015-16,F,Marshall,CUSA,33,882,22.9,0.61,0.591,7.8,17.8,12.8,19.5,2,2.5,17.2,23.9,484,116.3,106.8,2.6,0.9,3.4,3.2,1.4,4.6,0
4311,Will Taylor,4,11-Dec,F,Cal Poly,Big West,33,696,25.9,0.573,0.533,13.5,30.3,21,6.5,2.1,2.2,13.3,25.6,299,115.3,95.9,2.2,1.2,3.4,0.7,0.1,0.7,0
4314,Jalin Thomas,4,10-Nov,G,Central Michigan,MAC,29,975,18.4,0.526,0.462,6.5,13.1,9.4,4,1.1,0,10.4,26.1,419,109.5,103.8,2.3,1,3.4,2.1,-3.8,-1.7,0
4315,Kahlil Thomas,4,2016-17,F,Rider,MAAC,33,1012,19.9,0.562,0.537,8.6,21.7,15.1,7.8,1.8,3,15.6,22.2,435,107.8,99.7,1.7,1.7,3.4,-0.9,1.4,0.5,0
4316,Nic Thomas,3,2018-19,G,Norfolk State,MEAC,34,1010,15,0.552,0.492,2.7,9.5,6.1,11.3,1.5,0.2,14.1,24.8,448,106.9,100.4,1.8,1.6,3.4,0.9,-3.5,-2.6,0
4317,Joe Thomasson,4,2015-16,G,Wright State,Horizon,35,1044,15.2,0.56,0.492,2.1,19.4,10.8,22,1.6,1.9,19.7,19.4,365,104.9,96.6,1.3,2,3.4,-0.3,3.1,2.9,0
4319,Anthony Thompson,1,2013-14,G,Holy Cross,Patriot,32,885,16.3,0.6,0.511,1.4,8.5,4.9,18.8,2.1,0.1,12.5,17.6,304,124.7,105.9,2.4,1,3.4,3.2,-1.3,1.9,0
4320,Shemik Thompson,4,10-Nov,G,Central Connecticut State,NEC,31,1025,17.9,0.468,0.422,5.4,12.2,8.9,33.3,3.4,0.6,17.4,24.2,428,101.6,95.7,1.5,1.9,3.4,0.6,0.9,1.5,0
4321,Austin Thornton,4,11-Dec,G,Michigan State,Big Ten,37,808,14.5,0.673,0.61,5.2,13.3,9.4,9,1.7,0.9,15.8,11,193,133.1,95.2,1.9,1.5,3.4,5.1,3.6,8.7,0
4324,Mike Tobey,3,2014-15,F,Virginia,ACC,34,582,24,0.552,0.514,14.8,21.6,18.4,4.8,1.1,4.8,11,23.6,228,116.4,85.5,1.7,1.7,3.4,2.5,4.5,7,0
4325,Joe Trapani,4,10-Nov,F,Boston College,ACC,34,1017,21.9,0.525,0.486,7.8,20.4,14.4,13.1,1.4,2.8,11.8,29,481,108.1,106,2.5,0.9,3.4,2.6,0.3,2.9,0
4326,Gerdarius Troutman,4,2017-18,G,Florida Atlantic,CUSA,31,841,18.1,0.586,0.546,1.7,8.3,4.9,8.5,1.8,0.5,6.6,20.1,331,121.5,102.9,2.2,1.2,3.4,3.7,-1.3,2.4,0
4328,Tate Unruh,3,2012-13,G,Northern Colorado,Big Sky,31,996,19.3,0.605,0.584,2.6,14.5,8.4,10,2.4,0.2,11.9,20.6,368,118.4,107.3,2.8,0.6,3.4,3.8,-2.8,1,0
4331,Phil Valenti,4,2016-17,F,Canisius,MAAC,34,1026,19.5,0.579,0.544,6.9,16.6,11.6,15.6,2,0.4,13.5,22.5,457,115.1,108.5,2.5,0.9,3.4,2.2,-0.9,1.3,0
4335,Devante Wallace,4,2014-15,G,High Point,Big South,33,913,19.2,0.576,0.554,6.4,18.8,12.8,10,2.1,2.4,13,20.3,320,114.2,100.5,2.1,1.3,3.4,2.6,-0.1,2.5,0
4336,Tyrone Wallace,4,2015-16,G,University of California,Pac-12,28,901,19.7,0.513,0.477,3.5,14.2,9.1,28.5,1.8,1.3,15.1,27.4,446,106.6,98.8,1.8,1.6,3.4,3.4,3.7,7.1,0
4337,Curtis Washington,3,2013-14,F,Georgia State,Sun Belt,33,750,22.7,0.657,0.656,10,20.6,15.6,1.3,0.7,12.8,9.1,15,240,132.1,99.6,2.1,1.3,3.4,0.3,3.9,4.2,0
4338,Eric Washington,4,2015-16,G,Miami (OH),MAC,30,995,20.3,0.577,0.507,1.8,11.6,6.6,33.1,2.9,0,18.5,23.6,432,110.8,105.1,2.2,1.2,3.4,3.9,0,3.9,0
4343,Anthony White,4,2013-14,G,Mercer,A-Sun,36,772,17.7,0.616,0.585,3.7,9.4,6.7,9.7,1.5,0.2,7.5,18.2,271,129.8,103.3,2.3,1.1,3.4,3.5,-0.9,2.7,0
4344,Chad White,2,11-Dec,G,South Dakota State,Summit,35,880,18.1,0.628,0.608,5.7,11.6,8.5,10.6,1.4,1.7,13.7,17.8,308,123,103.9,2.5,0.9,3.4,3.7,-0.2,3.4,0
4345,Darren White,3,11-Dec,G,Campbell,Big South,32,1025,22.4,0.597,0.579,6.9,13.5,10.3,14,1.6,3.6,15.8,26.1,491,111.4,107.7,2.8,0.7,3.4,3,-1.9,1.1,0
4346,Ivory White,4,11-Dec,G,Alabama State,SWAC,31,998,16.9,0.525,0.504,5.7,18.3,11.2,12.7,2.6,2.7,12.5,16.8,287,108.2,94.8,1.5,1.9,3.4,-0.1,0.8,0.7,0
4347,Marcel White,3,2015-16,G,Jacksonville,A-Sun,32,1022,19,0.564,0.529,3.7,15.2,9.3,8.6,1.4,2.3,10.4,23.6,459,112.9,105.8,2.3,1.1,3.4,1.3,-1.9,-0.6,0
4349,Ryan Willen,4,11-Dec,F,Lafayette,Patriot,31,889,23,0.583,0.495,8,16.8,12.2,14.1,2,1,14.1,26.9,449,115.3,110.4,3,0.3,3.4,3.4,-2.6,0.7,0
4350,Derrick Williams,2,11-Dec,F,Richmond,A-10,32,829,22.1,0.626,0.567,11.2,16.4,13.7,7.1,1.5,1.8,16.1,22.3,351,119.2,105.4,2.7,0.7,3.4,3.6,-0.8,2.8,0
4352,Jeremy Williams,4,10-Nov,F,Texas-El Paso,CUSA,35,1040,15.3,0.557,0.521,6.6,14.5,10.8,6.3,1.7,3,16.5,20,348,103,93.9,1.3,2.1,3.4,0.4,2.8,3.2,0
4353,Jamil Wilson,3,2012-13,F,Marquette,Big East,35,880,19.3,0.547,0.511,7.6,17.4,12.5,14.6,1.4,3.9,14.4,21.8,325,112.5,98.8,2.2,1.2,3.4,4.8,3.1,7.9,0
4354,Adam Wing,4,2015-16,G,Evansville,MVC,34,1001,13.1,0.616,0.571,3.3,10.8,7.4,16.4,1.4,1,18,13.6,275,115.2,98,1.6,1.8,3.4,1.8,2.7,4.6,0
4356,DeJuan Wright,3,10-Nov,G,Florida International,Sun Belt,29,878,24.1,0.607,0.563,10.4,15,12.7,9,3.3,2.5,17.4,23.7,408,114.4,104.5,2.5,0.9,3.4,2.6,-0.6,2,0
4358,Marquis Wright,4,2016-17,G,Siena,MAAC,33,1127,18.8,0.51,0.466,4.3,9.4,6.9,29.9,1.9,0.4,14.6,27.2,577,108.6,109.2,2.5,0.9,3.4,2.5,-1.9,0.6,0
4359,Matthew Wright,4,2013-14,G,St. Bonaventure,A-10,32,1117,16.6,0.554,0.494,2.9,7.8,5.3,18,1.8,0.2,16.1,24.8,495,110.2,107.8,2.3,1.1,3.4,3.7,-1.1,2.6,0
4360,Kris Yanku,2,2014-15,G,Northern Arizona,Big Sky,37,1111,18.7,0.481,0.356,2.2,15.1,8.4,37.4,2.4,0.1,17.8,29.7,554,102.6,102.5,2,1.4,3.4,-0.1,-0.2,-0.2,0
4361,Milik Yarbrough,3,2017-18,F,Illinois State,MVC,32,895,23.9,0.562,0.493,5.7,20,12.9,41.4,1.9,2.7,21.1,33.9,564,105.1,101.2,2,1.4,3.4,4.5,2.4,6.9,0
4363,Musa Abdul-Aleem,4,2014-15,G,Troy,Sun Belt,28,811,22.3,0.579,0.545,3.6,15.5,9.6,6.3,2.4,0.1,12.1,27.9,390,112.8,102.9,2.3,1,3.3,3.1,-3.8,-0.6,0
4365,Arnaud William Adala Moto,3,2015-16,F,Towson,CAA,33,935,20.1,0.535,0.467,8.8,25.1,16.6,12.6,1.6,0.5,18,27.6,446,105.4,99.3,1.7,1.6,3.3,-0.2,-0.6,-0.9,0
4366,Jalen Adams,2,2016-17,G,Connecticut,AAC,32,1137,17.8,0.514,0.475,2.4,10.6,6.7,39.7,1.9,0.7,18.1,25.6,508,104.6,103.8,1.9,1.5,3.3,2.9,1.2,4.1,0
4369,Malachi Alexander,3,2015-16,F,Holy Cross,Patriot,35,1147,17.6,0.576,0.556,6,15.7,10.6,20.4,1.7,0.6,14.6,20.1,419,112,108.2,2.3,1,3.3,1.3,-1.1,0.2,0
4370,Blake Allen,3,11-Dec,G,Youngstown State,Horizon,31,1060,17.5,0.592,0.581,2,10.4,6,19,1.6,0.2,13.2,19.6,377,115.6,107.5,2.6,0.7,3.3,4.4,-3.2,1.1,0
4371,Dakarai Allen,4,2016-17,G,San Diego State,MWC,33,932,15.7,0.581,0.559,5.1,11.5,8.3,10.5,2.8,3.4,18.1,15.8,271,109.2,93.9,1.3,2,3.3,0.8,4.7,5.5,0
4372,Jarrett Allen,1,2016-17,F,Texas,Big 12,33,1061,20.3,0.571,0.566,10.9,18.9,14.9,5.7,1,5,17.8,22.6,428,104.9,99.9,1.5,1.7,3.3,0.8,4.6,5.5,0
4373,Chris Anderson,4,2013-14,C,Louisiana Tech,CUSA,37,874,17.8,0.511,0.48,9.7,15.6,12.6,8,2.7,1.3,13.9,27,419,103.2,91.9,1.2,2.2,3.3,0.1,1.6,1.7,0
4374,Darian Anderson,3,2016-17,G,Fairleigh Dickinson,NEC,29,971,20.7,0.539,0.489,2.5,10.5,6.5,21.2,3.4,0.8,11.8,26.7,477,110,105.7,2.2,1.1,3.3,2.8,-1.5,1.3,0
4376,Shawn Anderson,2,2015-16,G,Navy,Patriot,33,1001,17.8,0.558,0.535,4.4,11.5,8,19.9,1.6,0.4,16.1,24.4,413,107.2,101.9,1.8,1.5,3.3,0.8,-0.8,0,0
4377,Robert Arnold,4,10-Nov,F,Boise State,WAC,35,937,18.9,0.535,0.494,7.1,14.1,10.3,7.6,2.6,3,13.9,25.3,401,106,98.3,1.8,1.5,3.3,2.3,0.9,3.2,0
4378,Olu Ashaolu,3,10-Nov,F,Louisiana Tech,WAC,32,990,20.1,0.567,0.547,9.8,25.1,17.4,13.2,1.8,1.2,21.7,25.9,445,101,95.5,1.4,1.8,3.3,0.2,1.6,1.9,0
4379,Dusty Baker,4,2017-18,G,Weber State,Big Sky,31,789,16.8,0.667,0.614,1,16.5,9.5,24.6,1.7,0.4,19.7,13.9,266,127.3,101,2,1.3,3.3,2.8,0,2.8,0
4380,Carl Baptiste,4,2013-14,F,Delaware,CAA,35,965,19.7,0.596,0.573,9.4,21.5,15.4,2.9,0.6,5,14.7,19.3,378,114.9,104.5,2,1.3,3.3,-1.1,0.3,-0.8,0
4382,Hal Bateman,4,2012-13,G,Stephen F. Austin,Southland,32,887,15.1,0.462,0.411,1.6,12.3,6.7,39.7,3.7,0.8,25.4,20.7,299,95.3,82.3,0.7,2.7,3.3,-3,2.5,-0.5,0
4385,Demario Beck,3,2016-17,F,Coastal Carolina,Sun Belt,39,1024,18.5,0.519,0.514,10.2,21.2,15.6,4.9,1.4,4.7,11.1,19.8,382,108.5,100.4,1.6,1.6,3.3,-0.2,1.4,1.2,0
4387,Amir Bell,4,2017-18,G,Princeton,Ivy,29,1001,16.9,0.534,0.508,2.9,16.5,9.7,20.7,2.4,2.2,12.7,18.4,351,112.7,103.2,1.9,1.4,3.3,1,1.8,2.9,0
4391,Jabari Bird,3,2015-16,G,University of California,Pac-12,33,883,16.2,0.584,0.574,3.3,10.2,6.9,6.9,1.1,1.2,8.5,18.2,300,120,101.9,2,1.3,3.3,4.4,2.1,6.5,0
4392,Ojai Black,4,2016-17,G,Texas State,Sun Belt,36,998,15.1,0.552,0.48,2.3,7.4,4.9,28.6,2.3,1.3,20.1,17.8,331,109.9,100.2,1.7,1.6,3.3,-0.6,-0.8,-1.5,0
4397,Chris Brady,4,2016-17,C,Monmouth,MAAC,34,722,22.4,0.604,0.586,10.7,21.2,16.1,3.6,1,8.5,12.4,18.9,294,119.4,95.5,1.8,1.5,3.3,-0.2,4,3.8,0
4398,Luka Brajkovic,1,2018-19,F,Davidson,A-10,34,846,20.9,0.579,0.558,10.5,17.5,14.1,12.9,0.9,5.6,16.3,24.8,373,109.1,98.1,1.8,1.5,3.3,-0.1,3,2.9,0
4400,Hans Brase,3,2014-15,F,Princeton,Ivy,30,932,17.8,0.571,0.524,6.1,24.2,15.6,15.2,1.1,1.7,15.9,21.6,354,109.5,100.3,1.9,1.4,3.3,1.8,-0.1,1.7,0
4401,Chris Braswell,3,11-Dec,F,Charlotte,A-10,29,863,23.6,0.587,0.535,9.2,21.2,14.8,10.2,2.4,4.7,18.8,27.8,420,105.3,96.8,1.9,1.4,3.3,1.6,2.5,4.1,0
4402,D'Aundray Brown,4,11-Dec,G,Cleveland State,Horizon,26,772,21.3,0.525,0.494,8.6,11.4,9.9,15.6,5.3,2.7,14.7,21.5,282,108.7,90,1.6,1.8,3.3,2.8,4.7,7.5,0
4403,Rhamel Brown,4,2013-14,F,Manhattan,MAAC,33,788,23.8,0.549,0.552,12.8,14.5,13.7,6.2,1.6,15.7,13.5,21.5,325,110.8,93.4,1.5,1.8,3.3,-0.4,8.8,8.4,0
4404,Zach Brown,3,2016-17,F,Wichita State,MVC,36,755,15.2,0.543,0.502,6.2,10.4,8.4,12.8,1.8,1.1,13.4,18.5,273,115.2,93.6,1.6,1.7,3.3,3.7,3.4,7.1,0
4405,Stevie Browning,4,2016-17,G,Marshall,CUSA,34,1084,18.8,0.559,0.532,2.9,10.1,6.7,19.4,1.8,0.5,10.5,23.3,528,113,110.1,2.5,0.8,3.3,2.8,-1.7,1.1,0
4406,Dominique Buckley,3,11-Dec,G,Toledo,MAC,36,1099,15.2,0.58,0.53,1.2,9.6,5.5,19.1,2.9,0.7,19.3,17.7,347,110.1,102.1,2,1.3,3.3,1.7,-0.9,0.8,0
4407,Kyle Bullinger,3,10-Nov,F,Weber State,Big Sky,32,928,18.4,0.576,0.548,4.8,21,13.2,14.4,1.6,0.4,14.8,21,349,112.1,100.9,2.1,1.2,3.3,2.2,-0.5,1.8,0
4408,Kannon Burrage,3,11-Dec,G,Texas-San Antonio,Southland,32,789,21.7,0.565,0.503,4.7,12,8.3,12.5,2.4,0.2,12.4,28.6,399,111.6,100.9,2.3,1,3.3,2,-3.4,-1.4,0
4413,Kerry Carter,4,2014-15,G,Saint Mary's (CA),WCC,31,1041,15.8,0.555,0.534,3.6,14.5,9.2,9.2,2.9,0.6,14.2,20.8,334,107.6,99.8,1.7,1.6,3.3,3.2,1.7,4.9,0
4414,Justin Cecil,4,11-Dec,F,Mercer,A-Sun,38,952,16.6,0.55,0.526,5.4,12.3,9,6,1,1.7,10.3,23.2,355,111.3,101.2,2.1,1.2,3.3,2.4,-2.2,0.2,0
4416,Karl Charles,2,2016-17,F,Holy Cross,Patriot,32,994,16.9,0.59,0.51,2.8,11.8,7.2,27.2,3.3,0.6,20,19.2,336,111.4,102.1,1.9,1.4,3.3,0.8,-0.5,0.4,0
4419,Mark Cisco,3,11-Dec,C,Columbia,Ivy,30,755,22.5,0.607,0.59,12.4,24.4,18.2,10.6,0.8,3.3,16.6,21.6,294,114.5,96.4,2,1.3,3.3,0.8,0.9,1.6,0
4423,Bobby Conley,4,2016-17,G,Texas State,Sun Belt,36,1077,13.3,0.528,0.504,1.6,13.5,7.6,13.2,2,0.9,10.7,16.4,291,108.3,98.6,1.3,1.9,3.3,-0.2,0.1,-0.1,0
4424,Rodney Cooper,4,2014-15,G,Alabama,SEC,33,1040,16,0.6,0.565,4.3,9.7,7.1,11.6,1.3,0.9,15.2,19.1,348,114.9,106,2.3,1,3.3,4.4,0.3,4.7,0
4425,Jay Copeland,3,2013-14,F,North Carolina Central,MEAC,34,749,17.1,0.56,0.52,15.7,16.3,16,2.2,1.5,4.2,16.8,20,270,111.5,91.1,1.4,1.9,3.3,-1.7,0.6,-1.1,0
4429,Ross Cummings,3,2018-19,G,Mercer,Southern,31,1032,18.1,0.603,0.561,1.4,8.7,5.1,12,0.9,0.3,13.6,25.3,477,114.6,110.9,2.8,0.6,3.3,4.1,-3.2,0.8,0
4430,Christen Cunningham,3,2016-17,G,Samford,Southern,36,1250,15.2,0.52,0.456,1.8,7,4.6,34,1.4,0,16.5,19.1,495,112.8,111,2.6,0.8,3.3,0.3,-2.1,-1.9,0
4431,Ryan Daly,1,2016-17,G,Delaware,CAA,32,1072,21.3,0.517,0.494,7.1,18.5,12.7,15.1,1.5,0.9,7.3,26.2,489,110.6,109.4,2.5,0.8,3.3,3,-1.9,1.1,0
4433,Dantiel Daniels,4,2015-16,F,Colorado State,MWC,34,952,19.9,0.614,0.619,13.6,16.7,15.1,4.6,1,3.2,13.3,15.4,333,125.9,108.5,2.5,0.8,3.3,2.3,1.1,3.4,0
