,NBA__3ptapg,NBA__3ptpct,NBA__3ptpg,NBA_efgpct,NBA_fg%,NBA_fg_per_game,NBA_fga_per_game,NBA_ft%,NBA_ft_per_g,NBA_fta_p_g,NBA_g_played,NBA_ppg,NCAA__3ptapg,NCAA__3ptpct,NCAA__3ptpg,NCAA_efgpct,NCAA_fgapg,NCAA_fgpct,NCAA_fgpg,NCAA_ft,NCAA_ftapg,NCAA_ftpg,NCAA_games,NCAA_ppg
2625,0.7,.333,0.2,.429,.397,1.5,3.7,.710,0.4,0.6,159,3.6,2.9,.344,1.0,,10.4,.460,4.8,.723,2.9,2.1,127,12.7
2626,0.0,.250,0.0,.416,.414,0.9,2.2,.562,0.5,0.9,99,2.3,,,,,11.0,.530,5.8,.705,5.5,3.9,116,15.6
2627,4.4,.386,1.7,.524,.452,5.4,11.9,.805,2.4,3.0,1049,14.9,,,,,,,,,,,,
2628,0.3,.200,0.1,.490,.488,7.1,14.6,.824,3.3,4.0,450,17.6,,.330,,,17.2,.497,8.5,.756,6.4,4.9,122,22.2
2629,0.0,,0.0,,,0.0,0.0,.500,0.5,1.0,2,0.5,2.1,.343,0.7,,6.2,.443,2.7,.759,2.7,2.0,51,8.2
2630,0.7,.340,0.2,.435,.417,2.9,7.0,.664,1.2,1.7,267,7.3,0.5,.424,0.2,,10.0,.495,5.0,.769,3.2,2.5,65,12.6
2631,0.3,.244,0.1,.466,.460,3.1,6.7,.789,1.6,2.1,237,7.9,,.477,,,12.3,.538,6.6,.840,5.6,4.7,124,18.8
2632,0.5,.154,0.1,.370,.367,3.9,10.6,.805,3.0,3.8,82,10.9,,,,,,,,,,,,
2633,0.7,.352,0.2,.469,.402,0.7,1.8,.549,0.3,0.5,177,2.0,1.9,.332,0.6,,4.8,.407,1.9,.643,2.0,1.3,100,5.8
2634,,,,,.385,1.4,3.8,.640,0.4,0.7,38,3.3,,,,,,,,,,,,
2635,0.1,.125,0.0,.488,.487,4.8,9.8,.643,3.3,5.1,434,12.8,,,,,,,,,,,,
2636,8.1,.373,3.0,.519,.437,8.1,18.4,.893,5.5,6.1,707,24.6,6.1,.390,2.4,,12.6,.446,5.6,.867,5.8,5.0,104,18.6
2637,2.7,.342,0.9,.485,.433,3.9,9.1,.809,2.8,3.5,480,11.6,2.8,.333,0.9,,9.1,.481,4.4,.733,4.3,3.2,115,12.9
2638,0.0,,0.0,.714,.714,0.5,0.7,.000,0.0,0.6,10,1.0,,,,,2.2,.459,1.0,.563,1.1,0.6,28,2.6
2639,0.0,.111,0.0,.512,.512,2.6,5.1,.597,1.3,2.2,953,6.6,,,,,9.2,.523,4.8,.611,3.8,2.3,82,12.0
2640,1.8,.301,0.5,.527,.459,1.8,4.0,.734,0.9,1.2,123,5.0,1.4,.269,0.4,,7.6,.478,3.6,.770,2.8,2.1,36,9.8
2641,0.3,.000,0.0,.500,.500,0.7,1.3,1.000,0.3,0.3,3,1.7,,,,,,,,,,,,
2642,0.2,.240,0.1,.480,.476,3.6,7.5,.738,1.8,2.5,450,9.0,,,,,,,,,,,,
2643,0.5,.351,0.2,.429,.406,1.5,3.7,.771,0.6,0.8,203,3.8,2.9,.247,0.7,,9.2,.392,3.6,.720,3.4,2.5,29,10.4
2644,0.1,.178,0.0,.488,.486,2.6,5.3,.794,1.1,1.4,833,6.3,,,,,,,,,,,,
2645,,,,,.286,2.3,8.0,.692,1.7,2.4,117,6.3,,,,,,,,,,,,
2646,0.1,.333,0.0,.480,.469,0.8,1.8,.611,0.4,0.6,28,2.1,,,,,,,,,,,,
2647,0.3,.385,0.1,.415,.407,2.9,7.1,.872,3.1,3.6,125,9.0,,,,,,,,,,,,
2648,0.0,,0.0,.451,.451,1.6,3.6,.667,1.4,2.1,14,4.7,,,,,,,,,,,,
2649,,,,,.356,3.2,8.8,.750,2.1,2.7,560,8.4,,,,,,,,,,,,
2650,0.1,.213,0.0,.525,.524,5.6,10.7,.771,2.0,2.6,388,13.2,,,,,20.2,.549,11.1,.724,8.2,5.9,56,28.2
2651,0.0,.286,0.0,.426,.425,1.7,4.1,.718,1.1,1.5,372,4.6,,,,,10.7,.499,5.4,.713,3.4,2.4,83,13.2
2652,0.1,.313,0.0,.409,.405,1.7,4.3,.606,0.8,1.3,170,4.3,,,,,,,,,,,,
2653,,,,,.322,1.3,4.0,.607,1.2,2.0,62,3.7,,,,,,,,,,,,
2654,0.0,,0.0,.281,.281,0.5,1.6,.800,0.6,0.8,20,1.5,,,,,4.1,.538,2.2,.622,2.5,1.5,117,5.9
2655,0.0,,0.0,1.000,1.000,1.0,1.0,,0.0,0.0,2,2.0,,,,,9.1,.533,4.8,.740,2.0,1.5,111,11.1
2656,0.0,,0.0,1.000,1.000,1.0,1.0,1.000,2.0,2.0,1,4.0,0.0,.000,0.0,,6.0,.521,3.1,.632,2.6,1.7,110,7.9
2657,0.2,.261,0.0,.465,.461,2.5,5.3,.695,0.9,1.4,148,5.9,,,,,,,,,,,,
2658,,,,,.329,2.1,6.3,.692,1.9,2.7,209,6.1,,,,,,,,,,,,
2659,1.0,.000,0.0,.000,.000,0.0,1.0,,0.0,0.0,1,0.0,5.3,.322,1.7,,12.5,.413,5.2,.777,5.3,4.1,99,16.2
2660,0.1,.143,0.0,.467,.466,4.2,8.9,.705,3.3,4.7,108,11.6,,,,,,,,,,,,
2661,,,,,.312,4.4,14.0,.767,3.7,4.8,258,12.4,,,,,,,,,,,,
2662,1.7,.361,0.6,.496,.440,2.4,5.3,.733,0.6,0.8,656,5.9,,.356,,,5.2,.467,2.4,.695,1.8,1.2,115,6.3
2663,0.0,.667,0.0,.461,.458,1.5,3.3,.485,0.5,1.0,98,3.5,0.1,.111,0.0,,9.3,.489,4.5,.556,2.6,1.4,65,10.5
2664,0.3,.283,0.1,.472,.467,3.5,7.4,.761,2.5,3.3,1003,9.5,,,,,8.7,.549,4.8,.725,4.7,3.4,114,12.9
2665,0.4,.322,0.1,.472,.467,5.7,12.2,.862,2.0,2.4,893,13.6,,,,,17.7,.484,8.5,.778,3.4,2.6,110,19.7
2666,0.0,,0.0,.429,.429,1.5,3.4,.765,0.9,1.2,80,3.9,,,,,,,,,,,,
2667,1.1,.368,0.4,.592,.560,3.4,6.1,.543,1.1,1.9,18,8.2,2.4,.341,0.8,,12.8,.503,6.5,.676,5.3,3.6,135,17.3
2668,0.0,.000,0.0,.421,.421,4.2,10.1,.774,2.9,3.7,213,11.4,,,,,,,,,,,,
2669,0.0,.000,0.0,.462,.462,3.0,6.4,.760,1.3,1.7,567,7.2,0.0,.000,0.0,,9.0,.586,5.3,.735,3.9,2.9,132,13.4
2670,0.2,.172,0.0,.567,.563,1.9,3.4,.605,0.6,1.0,316,4.5,1.5,.415,0.6,,8.9,.470,4.2,.626,4.1,2.6,36,11.6
2671,2.2,.340,0.7,.523,.494,6.3,12.7,.796,3.1,3.9,856,16.5,0.4,.143,0.1,,12.7,.480,6.1,.764,4.9,3.7,53,16.0
2672,0.6,.327,0.2,.451,.432,2.2,5.1,.659,1.2,1.8,249,5.8,4.4,.296,1.3,,14.2,.415,5.9,.657,5.9,3.9,114,16.9
2673,1.2,.346,0.4,.464,.429,2.5,5.8,.853,1.1,1.3,113,6.5,,,,,,,,,,,,
2674,0.2,.291,0.1,.540,.536,3.7,6.9,.745,1.4,1.9,916,8.8,0.0,.500,0.0,,6.9,.511,3.5,.612,3.1,1.9,67,9.0
2675,0.4,.214,0.1,.482,.475,2.9,6.0,.648,1.5,2.4,37,7.4,1.9,.327,0.6,,9.0,.473,4.3,.713,3.2,2.3,87,11.4
2676,,,,,.345,2.6,7.6,.653,1.0,1.5,511,6.2,,,,,,,,,,,,
2677,,,,,.294,0.9,3.2,.583,0.3,0.5,67,2.2,,,,,,,,,,,,
2678,,,,,.413,5.9,14.3,.803,3.5,4.3,755,15.3,,,,,13.2,.437,5.8,.749,3.5,2.6,70,14.1
2679,2.2,.182,0.4,.250,.188,0.6,3.2,,0.0,0.0,5,1.6,,,,,,,,,,,,
2680,,,,,.429,6.9,16.1,.805,3.8,4.7,789,17.6,,,,,,,,,,,,
2681,4.7,.371,1.7,.507,.441,5.9,13.3,.830,4.4,5.2,761,17.8,2.1,.354,0.7,,10.4,.559,5.8,.767,6.6,5.1,39,17.5
2682,0.0,,0.0,.440,.440,2.7,6.2,.751,1.2,1.6,239,6.6,,,,,,,,,,,,
2683,,,,,.443,6.8,15.3,.757,3.4,4.5,704,17.0,,,,,22.2,.452,10.1,.688,6.4,4.4,77,24.5
2684,0.2,.133,0.0,.370,.367,1.0,2.8,.764,0.8,1.1,193,2.9,,,,,6.1,.471,2.9,.754,3.5,2.7,120,8.4
2685,,,,,.447,0.9,1.9,.611,0.6,0.9,20,2.3,,,,,,,,,,,,
2686,5.2,.367,1.9,.509,.424,4.8,11.2,.812,3.4,4.2,989,14.8,0.7,.325,0.2,,7.1,.449,3.2,.737,4.0,2.9,57,9.5
2687,0.7,.500,0.3,.556,.444,0.7,1.5,.818,0.8,0.9,12,2.4,1.9,.259,0.5,,5.4,.367,2.0,.661,2.2,1.5,28,5.9
2688,,,,,.333,0.5,1.5,,0.0,0.0,2,1.0,,,,,,,,,,,,
2689,,,,,.499,6.9,13.8,.783,3.2,4.1,829,17.0,,,,,15.2,.624,9.5,.777,6.9,5.3,82,24.3
2690,1.2,.303,0.4,.463,.449,4.2,9.4,.776,2.0,2.6,928,10.7,,,,,14.9,.525,7.8,.778,3.4,2.6,110,18.3
2691,0.5,.000,0.0,.000,.000,0.0,1.0,1.000,1.0,1.0,2,1.0,2.8,.377,1.1,,11.2,.425,4.8,.796,4.5,3.6,141,14.2
2692,0.1,.143,0.0,.472,.471,5.8,12.3,.765,2.9,3.8,1021,14.6,,,,,13.4,.494,6.6,.759,3.2,2.4,60,15.7
2693,2.0,.344,0.7,.452,.383,1.9,4.9,.768,0.3,0.4,242,4.7,5.8,.383,2.2,,11.9,.445,5.3,.869,2.4,2.1,126,14.9
2694,,,,,.367,0.8,2.2,.604,0.7,1.1,87,2.3,,,,,,,,,,,,
2695,2.1,.391,0.8,.494,.437,3.2,7.3,.829,1.3,1.6,554,8.5,4.1,.356,1.5,,12.7,.446,5.7,.788,4.0,3.2,99,15.9
2696,,,,,.326,1.0,3.1,.659,0.9,1.3,31,2.9,,,,,,,,,,,,
2697,,,,,.125,0.2,1.6,.400,0.4,1.0,5,0.8,,,,,,,,,,,,
2698,,,,,.424,1.3,3.1,.812,0.7,0.8,82,3.3,,,,,,,,,,,,
2699,,,,,.366,3.0,8.1,.767,2.2,2.9,300,8.2,,,,,18.5,.338,6.3,.669,6.9,4.6,22,17.1
2700,3.0,.333,1.0,.484,.389,2.0,5.2,.829,1.0,1.2,298,6.0,,,,,,,,,,,,
2701,0.4,.400,0.2,.611,.500,0.3,0.7,.333,0.0,0.1,26,0.9,3.5,.400,1.4,,8.2,.476,3.9,.809,2.9,2.4,71,11.6
2702,2.6,.338,0.9,.503,.434,2.7,6.3,.715,1.0,1.4,403,7.3,0.8,.138,0.1,,6.7,.488,3.3,.735,2.8,2.1,36,8.7
2703,0.1,.000,0.0,.294,.294,0.7,2.4,.875,1.0,1.1,7,2.4,,,,,,,,,,,,
2704,0.6,.306,0.2,.462,.446,2.7,6.0,.652,1.0,1.6,774,6.6,0.2,.344,0.1,,9.8,.519,5.1,.651,3.4,2.2,140,12.5
2705,0.1,.333,0.0,.441,.436,1.3,3.0,.726,0.6,0.9,95,3.3,2.5,.393,1.0,,9.3,.469,4.4,.784,2.1,1.7,119,11.4
2706,0.1,.000,0.0,.407,.407,2.2,5.3,.486,0.7,1.4,52,5.0,,,,,,,,,,,,
2707,,,,,.329,0.9,2.9,.667,0.7,1.0,49,2.6,,,,,,,,,,,,
2708,1.0,.233,0.2,.447,.400,1.0,2.5,.852,0.8,0.9,30,3.0,3.7,.340,1.3,,9.9,.455,4.5,.818,4.5,3.7,141,13.9
2709,0.0,,0.0,.541,.541,2.5,4.7,.642,1.0,1.6,223,6.1,0.0,,0.0,,9.2,.664,6.1,.660,4.5,2.9,115,15.2
2710,,,,,.167,0.3,2.0,.571,0.7,1.2,6,1.3,,,,,6.7,.332,2.2,.537,3.6,1.9,88,6.4
2711,0.6,.284,0.2,.465,.455,4.1,9.1,.765,2.5,3.3,319,10.9,0.3,.314,0.1,,14.0,.531,7.4,.860,6.5,5.6,127,20.5
2712,,,,,.432,0.6,1.5,.588,0.3,0.6,30,1.6,,,,,,,,,,,,
2713,,,,,.436,5.8,13.4,.761,5.9,7.7,641,17.5,,,,,5.8,.853,4.9,1.266,3.0,3.8,104,13.6
2714,0.2,.500,0.1,.625,.583,0.7,1.2,1.000,0.3,0.3,10,1.8,2.7,.342,0.9,,9.3,.429,4.0,.740,4.4,3.3,132,12.2
2715,0.6,.250,0.2,.378,.341,0.7,2.2,.867,0.7,0.8,19,2.3,,,,,,,,,,,,
2716,0.1,.000,0.0,.458,.458,3.1,6.8,.674,1.0,1.4,128,7.2,,,,,18.9,.515,9.8,.737,4.8,3.5,52,23.0
2717,3.4,.374,1.3,.493,.400,2.8,6.9,.831,1.0,1.2,259,7.8,2.4,.376,0.9,,10.7,.474,5.1,.751,5.0,3.7,60,14.7
2718,2.0,.330,0.7,.478,.423,2.6,6.0,.731,0.8,1.1,456,6.6,5.6,.357,2.0,,11.4,.419,4.8,.755,3.4,2.6,108,14.1
2719,0.1,.000,0.0,.378,.378,0.6,1.7,.500,0.2,0.4,22,1.5,0.0,.000,0.0,,10.0,.545,5.4,.621,3.9,2.4,130,13.3
2720,0.0,.000,0.0,.449,.449,2.5,5.5,.776,1.5,2.0,160,6.4,,,,,11.6,.595,6.9,.674,4.5,3.0,123,16.9
2721,0.0,,0.0,.543,.543,0.8,1.5,.571,0.3,0.6,23,2.0,0.0,.000,0.0,,5.3,.610,3.2,.455,1.9,0.8,136,7.3
2722,,,,,.317,2.4,7.7,.727,2.2,3.0,117,7.0,,,,,,,4.3,.667,3.7,2.5,22,11.0
2723,1.1,.462,0.5,.467,.367,0.9,2.5,.571,0.3,0.6,12,2.7,5.2,.405,2.1,,9.9,.450,4.4,.871,4.7,4.1,71,15.1
2724,0.5,.270,0.1,.394,.384,2.8,7.2,.735,1.0,1.4,251,6.7,5.2,.374,2.0,,18.4,.423,7.8,.779,4.1,3.2,126,20.7
2725,1.3,.000,0.0,.333,.333,1.0,3.0,,0.0,0.0,3,2.0,3.7,.352,1.3,,7.8,.448,3.5,.798,2.8,2.3,141,10.6
2726,1.0,.337,0.3,.523,.501,3.9,7.9,.873,1.3,1.5,551,9.5,,,,,10.7,.514,5.5,.883,3.8,3.4,124,14.4
2727,,,,,,0.0,0.0,,0.0,0.0,1,0.0,,,,,,,,,,,,
2728,0.3,.000,0.0,.250,.250,0.3,1.3,.625,0.6,0.9,9,1.2,2.8,.286,0.8,,11.2,.391,4.4,.703,5.5,3.9,25,13.5
2729,0.7,.375,0.3,.451,.366,0.5,1.5,.762,0.3,0.4,48,1.7,2.4,.399,1.0,,5.0,.520,2.6,.725,2.0,1.5,123,7.6
2730,0.0,.063,0.0,.457,.457,0.8,1.8,.527,0.5,0.9,453,2.2,0.0,.000,0.0,,6.8,.587,4.0,.596,5.0,3.0,108,10.9
2731,,,,,.282,1.7,5.9,.786,1.8,2.3,24,5.2,,,,,,,,,,,,
2732,1.0,.346,0.3,.402,.328,0.8,2.3,.900,0.3,0.4,26,2.2,,,,,,,,,,,,
2733,1.7,.324,0.6,.479,.453,4.9,10.8,.822,5.6,6.8,827,16.0,2.2,.345,0.7,,6.7,.525,3.5,.716,4.0,2.8,39,10.6
2734,0.1,.000,0.0,.250,.250,0.3,1.1,.500,0.3,0.6,14,0.9,,,,,,,,,,,,
2735,0.0,.000,0.0,.480,.480,2.6,5.4,.639,2.0,3.2,680,7.2,0.0,,0.0,,5.4,.503,2.7,.636,3.0,1.9,145,7.3
2736,1.0,.000,0.0,.000,.000,0.0,1.0,,0.0,0.0,1,0.0,0.0,.000,0.0,,2.6,.578,1.5,.571,1.5,0.9,32,3.9
2737,0.0,.000,0.0,.445,.445,4.6,10.3,.684,2.7,3.9,321,11.9,,,,,12.1,.482,5.8,.677,6.5,4.4,73,16.0
2738,0.1,.160,0.0,.535,.533,1.9,3.6,.612,1.3,2.1,618,5.2,,,,,,,,,,,,
2739,,,,,.272,2.3,8.6,.650,1.1,1.7,414,5.8,,,,,,,,,,,,
2740,0.1,.000,0.0,.298,.298,0.9,3.0,.600,1.3,2.1,19,3.1,,,,,14.6,.449,6.6,.663,7.2,4.8,72,17.9
2741,,,,,.333,0.5,1.5,.800,0.5,0.6,8,1.5,,,,,,,,,,,,
2742,0.0,.132,0.0,.493,.493,2.8,5.6,.704,1.4,2.0,1117,6.9,,,,,,,,,,,,
2743,4.0,.358,1.4,.505,.431,4.1,9.6,.741,1.7,2.4,955,11.4,,.431,,,15.7,.536,8.4,.631,7.0,4.4,94,21.8
2744,0.0,,0.0,.200,.200,2.0,10.0,.500,1.0,2.0,1,5.0,1.6,.424,0.7,,7.3,.477,3.5,.795,3.2,2.6,41,10.2
2745,1.5,.327,0.5,.502,.435,1.6,3.7,.680,0.9,1.3,263,4.6,,,,,,,,,,,,
2746,,,,,.334,2.2,6.6,.831,1.5,1.8,44,5.9,,,,,,,1.3,,,0.6,17,3.2
2747,4.3,.318,1.4,.441,.359,3.0,8.2,.760,1.4,1.9,80,8.7,,,,,,,,,,,,
2748,0.4,.268,0.1,.487,.484,7.8,16.2,.871,3.3,3.7,905,19.0,,,,,16.1,.512,8.2,.809,3.7,3.0,110,19.5
2749,0.2,.274,0.1,.518,.516,9.2,17.8,.742,6.6,8.9,1476,25.0,,,,,12.5,.566,7.1,.631,7.1,4.5,92,18.7
2750,0.1,.096,0.0,.495,.495,7.1,14.3,.760,6.2,8.2,1455,20.3,,,,,,,,,,,,
2751,3.6,.372,1.4,.512,.408,2.7,6.5,.797,0.7,0.9,295,7.4,6.0,.405,2.4,,9.8,.419,4.1,.793,1.8,1.5,113,12.1
2752,0.0,,0.0,.463,.463,0.8,1.7,.667,0.5,0.7,39,2.1,,,,,8.8,.546,4.8,.797,3.0,2.4,106,11.9
2753,0.0,.000,0.0,.424,.424,2.4,5.6,.702,1.5,2.1,71,6.2,,,,,,,,,,,,
2754,1.6,.407,0.6,.546,.444,1.4,3.2,.600,0.2,0.3,17,3.6,2.6,.339,0.9,,7.6,.459,3.5,.663,2.6,1.7,115,9.6
2755,,,,,.400,0.8,2.0,1.000,0.8,0.8,5,2.4,,,,,,,,,,,,
2756,,,,,.316,1.5,4.7,.660,1.2,1.8,81,4.1,,,,,,,,,,,,
2757,0.2,.500,0.1,.269,.231,0.3,1.3,.800,0.4,0.5,10,1.1,,,,,,,,,,,,
2758,,,,,.154,0.3,2.2,.333,0.2,0.5,6,0.8,,,,,,,,,,,,
2759,1.4,.385,0.5,.547,.491,2.4,4.8,.791,1.0,1.3,138,6.3,1.2,.327,0.4,,6.5,.552,3.6,.670,2.8,1.8,140,9.4
2760,2.6,.400,1.0,.500,.421,2.8,6.7,.700,0.7,1.0,21,7.3,3.6,.349,1.3,,8.5,.422,3.6,.788,2.2,1.8,53,10.2
2761,0.2,.206,0.0,.513,.511,5.7,11.1,.729,2.6,3.5,883,14.0,,.345,,,13.9,.593,8.3,.740,4.7,3.5,147,20.1
2762,0.0,.125,0.0,.448,.448,2.5,5.6,.764,0.8,1.1,604,5.9,,,,,,,,,,,,
2763,0.1,.250,0.0,.392,.390,3.2,8.2,.576,1.9,3.2,73,8.3,,,,,,,,,,,,
2764,0.1,.400,0.0,.421,.415,1.5,3.5,.643,0.3,0.5,55,3.3,0.0,.250,0.0,,7.3,.550,4.0,.738,2.1,1.5,121,9.5
2765,2.0,.367,0.7,.439,.342,1.3,3.8,.821,0.8,0.9,30,4.1,5.1,.327,1.7,,11.5,.392,4.5,.797,4.2,3.3,32,14.0
2766,0.4,.203,0.1,.425,.413,1.2,2.9,.663,0.6,0.9,216,3.1,,,,,7.3,.451,3.3,.724,3.0,2.1,116,8.8
2767,,,,,.367,2.0,5.4,.549,0.5,1.0,52,4.5,,,,,,,,,,,,
2768,0.3,.667,0.2,.441,.441,9.4,21.3,.820,5.4,6.6,658,24.2,,,,,38.1,.438,16.7,.775,13.9,10.8,83,44.2
2769,,,,,.272,2.0,7.4,.517,0.6,1.1,51,4.6,,,,,,,,,,,,
2770,1.2,.222,0.3,.357,.304,0.8,2.6,.375,0.3,0.9,44,2.2,2.9,.338,1.0,,10.0,.415,4.1,.726,4.4,3.2,136,12.5
2771,0.1,.000,0.0,.257,.257,0.6,2.4,.594,0.7,1.1,29,1.9,,.342,,,10.9,.539,5.9,.730,5.3,3.9,134,15.8
2772,3.6,.325,1.2,.470,.433,6.8,15.7,.784,4.5,5.7,846,19.3,6.6,.370,2.4,,14.3,.457,6.5,.738,4.6,3.4,36,18.9
2773,0.9,.369,0.3,.526,.505,4.3,8.6,.768,3.8,4.9,363,12.8,,,,,,,,,,,,
2774,,,,,.270,2.9,10.8,.709,1.9,2.7,43,7.7,,,,,,,,,,,,
2775,,,,,.465,6.0,12.8,.843,2.8,3.4,849,14.8,,,,,11.9,.500,6.0,.753,3.9,2.9,86,14.9
2776,2.1,.331,0.7,.510,.484,6.3,12.9,.810,2.0,2.5,1163,15.2,2.3,.299,0.7,,14.4,.529,7.6,.730,3.8,2.8,29,18.7
2777,0.1,.263,0.0,.580,.575,2.3,4.0,.766,1.4,1.8,277,6.0,,,,,,,,,,,,
2778,6.1,.363,2.2,.526,.437,5.5,12.5,.843,2.3,2.7,243,15.4,4.4,.423,1.9,,10.2,.492,5.0,.835,4.4,3.7,37,15.6
2779,0.5,.375,0.2,.423,.365,0.6,1.7,.636,0.2,0.4,30,1.7,,,,,,,,,,,,
2780,0.1,.200,0.0,.452,.448,1.1,2.5,.665,0.5,0.8,230,2.8,0.3,.400,0.1,,5.1,.487,2.5,.669,2.1,1.4,86,6.5
2781,,,,,.373,1.4,3.8,.850,0.8,1.0,61,3.7,,,,,,,,,,,,
2782,,,,,.333,1.0,3.0,.695,1.1,1.5,39,3.1,,,,,,,,,,,,
2783,,,,,.426,2.1,4.8,.697,0.4,0.6,60,4.5,,,,,,,,,,,,
2784,1.1,.336,0.4,.399,.321,0.7,2.3,.681,0.6,0.9,119,2.5,1.3,.302,0.4,,7.4,.474,3.5,.791,3.2,2.5,121,9.9
2785,2.7,.350,0.9,.483,.435,4.3,9.8,.731,1.7,2.3,957,11.2,2.7,.306,0.8,,13.5,.487,6.6,.770,5.4,4.1,91,18.1
2786,2.2,.370,0.8,.480,.399,2.0,4.9,.611,0.3,0.5,160,5.0,1.8,.366,0.7,,5.6,.446,2.5,.693,2.2,1.5,73,7.2
2787,2.1,.299,0.6,.433,.374,2.0,5.3,.750,1.5,2.0,51,6.1,3.7,.289,1.1,,10.4,.439,4.6,.725,3.7,2.7,99,12.9
2788,0.3,.238,0.1,.393,.376,0.9,2.4,.716,0.8,1.2,63,2.7,3.4,.311,1.0,,12.7,.445,5.6,.727,5.8,4.2,103,16.5
2789,,,,,.388,2.1,5.4,.709,1.5,2.0,168,5.7,,,,,,,,,,,,
2790,,,,,.241,0.5,2.2,.429,0.2,0.5,13,1.3,,,,,,,,,,,,
2791,0.1,.000,0.0,.449,.449,2.0,4.5,.813,0.7,0.9,84,4.7,,,,,6.9,.519,3.6,.689,3.0,2.1,142,9.2
2792,0.0,,0.0,.441,.441,0.8,1.7,.608,0.6,0.9,54,2.1,0.0,,0.0,,3.0,.612,1.8,.577,1.6,0.9,119,4.6
2793,0.0,,0.0,.429,.429,0.4,0.9,.000,0.0,0.3,8,0.8,,,,,3.3,.507,1.7,.585,1.4,0.8,84,4.2
2794,2.3,.330,0.8,.494,.419,2.1,5.1,.669,0.9,1.3,94,5.9,6.2,.359,2.2,,10.5,.414,4.4,.725,3.6,2.6,139,13.6
2795,2.4,.372,0.9,.491,.392,1.8,4.5,.729,0.6,0.9,243,5.1,4.0,.399,1.6,,10.1,.458,4.6,.780,3.8,2.9,112,13.8
2796,1.6,.337,0.5,.519,.461,2.1,4.6,.658,0.8,1.2,129,5.6,1.3,.325,0.4,,7.4,.501,3.7,.689,2.7,1.9,122,9.7
2797,0.7,.600,0.4,.375,.250,0.4,1.7,.000,0.0,0.3,7,1.3,3.1,.451,1.4,,9.7,.472,4.6,.777,3.3,2.6,127,13.1
2798,2.0,.340,0.7,.438,.382,2.3,6.0,.843,1.6,1.9,514,6.9,1.7,.322,0.5,,6.9,.458,3.1,.754,3.2,2.4,129,9.3
2799,,,,,.294,3.9,13.2,.638,1.3,2.0,92,9.1,,,,,,,,,,,,
2800,,,,,.282,1.3,4.6,.523,0.4,0.8,137,3.0,,,,,,,,,,,,
2801,0.0,.000,0.0,.290,.290,0.4,1.3,.364,0.2,0.5,24,0.9,,,,,,,,,,,,
2802,1.0,.346,0.3,.470,.434,2.0,4.7,.766,1.0,1.3,184,5.4,2.0,.308,0.6,,10.1,.494,5.0,.689,4.5,3.1,65,13.7
2803,0.7,.282,0.2,.433,.417,2.7,6.4,.694,1.1,1.6,143,6.7,,.449,,,15.2,.522,7.9,.766,6.0,4.6,117,21.2
2804,1.7,.267,0.4,.430,.384,1.8,4.8,.632,0.7,1.1,18,4.8,3.6,.325,1.2,,9.5,.441,4.2,.745,4.8,3.6,124,13.1
2805,2.5,.308,0.8,.494,.422,2.2,5.3,.885,0.5,0.6,89,5.8,4.7,.348,1.6,,12.0,.437,5.2,.786,3.7,2.9,136,15.1
2806,0.4,.234,0.1,.487,.483,5.1,10.6,.629,2.0,3.2,757,12.3,0.1,.222,0.0,,7.5,.586,4.4,.581,3.7,2.2,116,11.0
2807,1.9,.350,0.7,.576,.525,3.4,6.5,.679,1.2,1.7,75,8.7,,,,,,,,,,,,
2808,4.2,.384,1.6,.502,.437,5.4,12.3,.870,5.0,5.7,714,17.4,6.4,.346,2.2,,15.5,.462,7.2,.841,8.0,6.8,79,23.3
2809,,,,,.416,2.2,5.2,.685,0.9,1.3,271,5.3,,,,,,,,,,,,
2810,0.3,.211,0.1,.388,.378,1.1,2.8,.598,0.8,1.3,69,3.0,,.404,,,11.3,.516,5.8,.737,4.4,3.3,114,15.1
2811,,,,,.263,0.7,2.7,1.000,0.3,0.3,7,1.7,,,,,14.7,.401,5.9,.672,6.5,4.3,77,16.1
2812,,,,,.364,3.5,9.7,.762,2.8,3.7,745,9.8,,,,,,,5.3,1.152,1.8,2.1,90,12.7
2813,,,,,.325,1.4,4.4,.673,0.6,0.8,66,3.4,,,,,,,,,,,,
2814,3.6,.345,1.3,.456,.418,7.0,16.7,.766,3.8,5.0,611,19.1,4.0,.376,1.5,,13.3,.516,6.9,.697,5.1,3.5,98,18.8
2815,,,,,.346,1.6,4.7,.625,1.6,2.6,99,4.8,,,,,,,,,,,,
2816,0.0,.167,0.0,.510,.509,4.1,8.0,.709,2.8,4.0,882,10.9,,.438,,,15.3,.461,7.1,.713,5.7,4.1,111,18.7
2817,0.4,.260,0.1,.454,.449,4.6,10.2,.740,2.9,3.9,643,12.1,2.7,.372,1.0,,9.8,.486,4.8,.731,3.6,2.6,129,13.2
2818,1.7,.301,0.5,.438,.396,2.4,6.1,.755,1.4,1.9,103,6.7,3.0,.420,1.3,,9.2,.454,4.2,.761,4.4,3.3,145,13.0
2819,3.0,.383,1.1,.509,.408,2.3,5.7,.866,0.6,0.7,518,6.3,4.1,.375,1.5,,10.0,.436,4.4,.869,4.1,3.6,89,13.8
2820,0.0,.091,0.0,.470,.470,2.4,5.1,.705,1.4,2.0,683,6.2,,.000,,,8.9,.523,4.7,.643,4.3,2.7,112,12.1
2821,,,,,.385,1.0,2.6,.604,0.5,0.8,112,2.5,,,,,,,,,,,,
