,NBA__3ptapg,NBA__3ptpct,NBA__3ptpg,NBA_efgpct,NBA_fg%,NBA_fg_per_game,NBA_fga_per_game,NBA_ft%,NBA_ft_per_g,NBA_fta_p_g,NBA_g_played,NBA_ppg,NCAA__3ptapg,NCAA__3ptpct,NCAA__3ptpg,NCAA_efgpct,NCAA_fgapg,NCAA_fgpct,NCAA_fgpg,NCAA_ft,NCAA_ftapg,NCAA_ftpg,NCAA_games,NCAA_ppg
4449,,,,,.275,2.0,7.2,.727,1.8,2.4,59,5.7,,,,,,,,,,,,
4450,0.7,.361,0.2,.482,.473,6.3,13.3,.849,4.4,5.2,707,17.2,,,,,10.3,.548,5.6,.798,5.2,4.1,112,15.3
4451,0.0,,0.0,.429,.429,1.1,2.6,.333,0.2,0.6,16,2.4,,,,,,,,,,,,
4452,0.0,,0.0,.208,.208,0.2,1.1,.417,0.2,0.5,22,0.7,,,,,,,,,,,,
4453,0.0,.000,0.0,.490,.490,1.8,3.8,.657,1.1,1.6,315,4.8,,,,,,,,,,,,
4454,,,,,.356,1.1,3.1,.581,0.2,0.4,113,2.5,,,,,,,,,,,,
4455,,,,,.315,2.1,6.8,.717,1.5,2.1,157,5.8,,,,,,,,,,,,
4456,1.1,.235,0.3,.338,.304,1.1,3.6,.730,0.5,0.7,172,2.9,,,,,,,,,,,,
4457,0.9,.371,0.3,.461,.456,4.1,9.0,.727,1.8,2.5,352,10.1,,,,,,,,,,,,
4458,0.7,.294,0.2,.451,.423,1.5,3.6,.783,0.9,1.2,51,4.1,2.5,.307,0.8,,12.4,.480,6.0,.636,6.1,3.9,134,16.5
4459,0.0,.000,0.0,.457,.457,1.5,3.4,.614,0.8,1.3,62,3.9,0.3,.250,0.1,,8.8,.486,4.3,.655,2.8,1.8,113,10.5
4460,,,,,.349,1.6,4.5,.762,0.9,1.2,99,4.1,,,,,,,,,,,,
4461,2.9,.363,1.0,.509,.423,2.6,6.1,.749,0.9,1.2,737,7.1,0.0,.500,0.0,,9.6,.526,5.0,.711,4.7,3.3,87,13.4
4462,0.7,.208,0.1,.516,.475,0.9,1.8,.786,1.0,1.2,34,2.8,2.8,.414,1.2,,6.7,.505,3.4,.756,4.0,3.0,98,11.0
4463,1.9,.408,0.8,.512,.461,3.4,7.4,.754,0.6,0.8,756,8.2,,,,,11.0,.499,5.5,.772,2.1,1.6,115,12.6
4464,0.0,.000,0.0,.533,.533,1.8,3.4,.636,1.1,1.7,473,4.7,0.1,.222,0.0,,8.2,.518,4.2,.715,7.1,5.1,127,13.6
4465,0.4,.000,0.0,.368,.368,0.8,2.2,.625,0.3,0.5,17,1.9,,,,,,,,,,,,
4466,3.3,.384,1.2,.495,.426,3.9,9.1,.784,2.1,2.7,997,11.1,,,,,,,,,,,,
4467,0.3,.237,0.1,.432,.422,1.8,4.3,.764,0.8,1.1,170,4.5,,,,,9.1,.487,4.4,.757,2.7,2.1,132,10.9
4468,,,,,.407,2.1,5.0,.728,1.3,1.8,294,5.4,,,,,,,,,,,,
4469,0.1,.152,0.0,.433,.432,2.1,4.8,.714,0.6,0.8,505,4.7,,,,,13.2,.504,6.7,.709,3.7,2.6,113,16.0
4470,1.3,.294,0.4,.455,.434,3.9,9.0,.782,1.5,1.9,705,9.7,1.5,.362,0.5,,10.6,.502,5.3,.758,5.0,3.8,101,15.0
4471,0.0,,0.0,1.000,1.000,1.0,1.0,.667,1.0,1.5,2,3.0,,,,,,,,,,,,
4472,0.1,.250,0.0,.458,.453,1.2,2.7,.600,0.9,1.5,66,3.4,,.373,,,9.6,.467,4.5,.673,3.6,2.4,114,11.7
4473,0.6,.231,0.1,.340,.321,1.2,3.9,.489,0.6,1.1,41,3.2,,,,,,,,,,,,
4474,,,,,.360,1.7,4.7,.789,0.9,1.2,65,4.3,,,,,10.4,.366,3.8,.785,3.9,3.1,105,10.7
4475,,,,,.380,2.0,5.3,.762,0.8,1.0,42,4.8,,,,,,,,,,,,
4476,0.3,.344,0.1,.478,.467,2.5,5.4,.769,0.9,1.1,612,6.0,,,,,8.8,.506,4.4,.772,2.6,2.0,117,10.9
4477,0.0,,0.0,.439,.439,1.0,2.3,.525,0.7,1.4,42,2.8,0.0,,0.0,,4.9,.468,2.3,.552,3.6,2.0,32,6.6
4478,2.6,.353,0.9,.535,.489,4.8,9.8,.768,2.2,2.9,419,12.7,1.8,.274,0.5,,7.6,.455,3.4,.839,3.3,2.8,34,10.1
4479,0.0,,0.0,.167,.167,0.3,2.0,.333,0.7,2.0,3,1.3,0.8,.319,0.3,,6.2,.488,3.0,.629,2.3,1.5,151,7.7
4480,0.0,.111,0.0,.516,.516,3.6,7.0,.777,1.3,1.7,361,8.5,,,,,8.6,.591,5.1,.696,3.0,2.1,123,12.3
4481,0.2,.245,0.0,.529,.527,3.1,5.9,.821,3.1,3.8,536,9.3,,,,,,,,,,,,
4482,,,,,.450,7.6,16.9,.778,4.1,5.3,823,19.2,,,,,16.4,.421,6.9,.698,5.6,3.9,90,17.8
4483,0.9,.314,0.3,.423,.381,1.3,3.4,.700,0.6,0.9,55,3.5,6.5,.361,2.4,,13.0,.435,5.7,.741,4.1,3.0,93,16.7
4484,0.0,.000,0.0,.450,.450,1.5,3.4,.557,0.6,1.0,104,3.6,,,,,,,,,,,,
4485,0.1,.122,0.0,.485,.484,4.4,9.1,.703,1.4,2.0,871,10.2,,,,,11.3,.567,6.4,.677,3.3,2.2,110,15.0
4486,,,,,.387,3.5,9.0,.672,1.9,2.8,348,8.9,,,,,,,,,,,,
4487,1.3,.200,0.3,.306,.278,1.3,4.5,1.000,0.8,0.8,4,3.5,2.2,.353,0.8,,12.1,.497,6.0,.672,3.0,2.0,131,14.8
4488,0.0,.000,0.0,.453,.453,1.4,3.0,.718,0.8,1.1,384,3.5,0.4,.289,0.1,,7.0,.472,3.3,.649,2.5,1.6,103,8.4
4489,1.9,.356,0.7,.492,.417,1.9,4.7,.705,0.6,0.8,316,5.2,2.0,.283,0.6,,7.2,.377,2.7,.717,3.4,2.4,45,8.5
4490,1.6,.349,0.6,.502,.463,3.3,7.1,.833,1.2,1.5,831,8.4,,,,,,,,,,,,
4491,0.9,.189,0.2,.407,.387,1.6,4.2,.746,0.6,0.8,85,4.0,,,,,,,,,,,,
4492,1.7,.280,0.5,.435,.403,3.0,7.4,.808,1.0,1.3,133,7.5,3.3,.371,1.2,,8.4,.427,3.6,.846,3.4,2.9,72,11.3
4493,0.0,.500,0.0,.509,.509,4.4,8.7,.633,1.9,3.0,984,10.8,,,,,13.8,.558,7.7,.651,8.0,5.2,82,20.6
4494,,,,,.351,1.4,4.1,.909,0.9,1.0,23,3.7,,,,,,,,,,,,
4495,0.5,.237,0.1,.465,.453,2.2,4.9,.795,0.8,1.1,120,5.4,,,,,11.5,.504,5.8,.797,3.8,3.0,84,14.6
4496,1.1,.333,0.4,.464,.411,1.4,3.5,.778,0.4,0.6,16,3.7,3.6,.383,1.4,,10.2,.450,4.6,.795,3.1,2.5,100,13.0
4497,0.2,.333,0.1,.401,.395,1.6,4.1,.587,0.7,1.3,60,4.0,3.5,.349,1.2,,10.3,.454,4.7,.782,4.2,3.3,141,13.8
4498,0.1,.200,0.0,.391,.390,3.8,9.8,.754,2.3,3.0,83,9.9,,,,,,,,,,,,
4499,0.5,.380,0.2,.574,.564,5.2,9.3,.782,2.5,3.2,652,13.2,,,,,,,,,,,,
4500,0.3,.261,0.1,.442,.437,3.2,7.4,.787,2.2,2.8,620,8.7,,,,,11.4,.476,5.4,.718,6.4,4.6,118,15.4
4501,3.9,.357,1.4,.495,.392,2.7,6.8,.787,0.3,0.4,251,7.0,4.5,.408,1.8,,9.1,.442,4.0,.779,2.0,1.5,144,11.4
4502,0.1,.500,0.0,.383,.378,1.5,4.1,.474,0.4,0.8,24,3.5,,,,,18.5,.515,9.5,.726,3.8,2.8,101,21.8
4503,,,,,.379,1.4,3.8,.721,0.8,1.0,100,3.6,,,,,,,,,,,,
4504,,,,,.464,5.9,12.7,.790,4.6,5.8,921,16.4,,,,,13.2,.442,5.8,.793,7.0,5.6,72,17.2
4505,,,,,.431,5.9,13.7,.762,3.5,4.5,929,15.3,,,,,15.2,.448,6.8,.651,5.8,3.8,72,17.4
4506,4.9,.357,1.7,.471,.405,5.3,13.0,.794,2.1,2.7,880,14.4,6.3,.358,2.3,,12.9,.409,5.3,.701,3.4,2.4,65,15.2
4507,2.9,.361,1.0,.482,.443,5.9,13.3,.835,3.2,3.8,575,16.0,4.2,.401,1.7,,14.0,.522,7.3,.851,5.3,4.5,122,20.8
4508,,,,,.414,4.4,10.7,.780,2.9,3.7,746,11.8,,,,,16.8,.411,6.9,.736,6.8,5.0,75,18.8
4509,0.0,,0.0,,,0.0,0.0,1.000,2.0,2.0,1,2.0,,,,,,,,,,,,
4510,5.4,.386,2.1,.505,.409,4.4,10.8,.857,2.0,2.3,311,12.9,2.6,.386,1.0,,7.7,.426,3.3,.805,3.3,2.6,141,10.2
4511,,,,,.315,3.1,9.9,.687,2.0,2.9,175,8.3,,,,,,,,,,,,
4512,0.3,.000,0.0,.214,.214,0.2,0.9,.750,0.2,0.3,15,0.6,1.1,.375,0.4,,5.6,.502,2.8,.789,1.5,1.2,112,7.3
4513,0.1,.188,0.0,.590,.586,1.9,3.3,.609,0.8,1.2,121,4.6,0.1,.000,0.0,,4.9,.426,2.1,.632,2.7,1.7,14,5.9
4514,,,,,.421,3.7,8.7,.740,2.2,3.0,224,9.5,,,,,,,,,,,,
4515,0.7,.368,0.3,.534,.525,7.6,14.4,.872,4.3,4.9,810,19.7,,,,,8.3,.570,4.7,.776,3.5,2.7,113,12.2
4516,0.0,.000,0.0,.383,.383,1.3,3.4,.561,0.7,1.2,68,3.3,,,,,9.7,.510,4.9,.598,4.2,2.5,113,12.4
4517,0.3,.000,0.0,.418,.418,2.1,5.0,.600,1.4,2.3,22,5.5,2.9,.325,0.9,,9.8,.428,4.2,.730,5.3,3.8,112,13.2
4518,0.0,,0.0,.667,.667,2.0,3.0,1.000,1.0,1.0,1,5.0,,,,,,,,,,,,
4519,0.1,.023,0.0,.509,.509,2.9,5.6,.630,1.5,2.4,632,7.2,,,,,,,,,,,,
4520,0.0,,0.0,.582,.582,1.1,1.8,.518,0.8,1.5,37,2.9,0.0,.250,0.0,,6.6,.589,3.9,.595,3.6,2.2,141,10.0
4521,2.9,.349,1.0,.480,.418,3.4,8.2,.817,1.1,1.3,401,9.0,5.1,.329,1.7,,13.0,.425,5.5,.828,3.9,3.2,136,16.0
4522,3.0,.352,1.1,.515,.429,2.6,6.2,.800,0.7,0.9,87,7.1,2.7,.417,1.1,,6.6,.475,3.1,.720,1.5,1.1,63,8.4
4523,6.2,.301,1.9,.420,.392,4.4,11.1,.738,2.5,3.4,491,11.9,,,,,,,,,,,,
4524,0.0,.000,0.0,.421,.421,4.7,11.1,.549,1.4,2.5,93,10.7,,,,,,,,,,,,
4525,0.0,.000,0.0,.423,.423,1.2,2.7,.638,0.6,0.9,118,2.9,0.5,.333,0.2,,11.1,.486,5.4,.749,4.3,3.2,92,14.2
4526,0.3,.352,0.1,.445,.429,1.7,3.9,.779,1.0,1.3,776,4.5,2.2,.383,0.8,,6.6,.459,3.0,.708,3.7,2.7,126,9.6
4527,1.9,.313,0.6,.424,.337,1.2,3.4,.692,0.1,0.2,139,3.0,6.1,.383,2.3,,14.3,.439,6.3,.694,4.3,3.0,23,17.8
4528,,,,,.192,0.9,4.6,.536,0.9,1.6,17,2.6,,,,,,,,,,,,
4529,0.1,.244,0.0,.506,.504,4.4,8.8,.718,1.2,1.7,689,10.1,0.0,.333,0.0,,7.5,.617,4.6,.752,2.1,1.6,134,10.8
4530,1.3,.296,0.4,.449,.438,7.6,17.4,.749,4.6,6.1,342,20.2,,,,,18.6,.490,9.1,.729,5.2,3.8,80,22.0
4531,0.0,.250,0.0,.505,.505,1.5,3.0,.689,0.5,0.7,282,3.5,,,,,4.6,.561,2.6,.743,1.5,1.1,99,6.3
4532,0.0,.000,0.0,.521,.521,1.6,3.1,.408,0.4,1.0,162,3.6,,,,,,,,,,,,
4533,0.2,1.000,0.2,.513,.475,1.5,3.1,.667,0.3,0.5,13,3.5,,,,,,,,,,,,
4534,0.0,,0.0,.500,.500,1.0,2.0,,0.0,0.0,1,2.0,,,,,,,,,,,,
4535,3.2,.341,1.1,.494,.435,4.0,9.3,.772,1.2,1.6,656,10.4,1.0,.393,0.4,,8.3,.518,4.3,.681,3.2,2.2,63,11.2
4536,3.3,.326,1.1,.495,.391,2.0,5.2,.800,0.5,0.6,87,5.6,5.7,.376,2.2,,10.7,.409,4.4,.769,2.4,1.8,113,12.8
4537,0.0,.148,0.0,.474,.474,6.1,12.8,.784,3.0,3.9,576,15.2,,,,,13.6,.514,7.0,.657,4.2,2.8,114,16.8
4538,0.2,.182,0.0,.452,.449,2.9,6.5,.863,1.9,2.2,396,7.8,,.455,,,12.7,.491,6.2,.803,5.4,4.3,110,16.8
4539,0.7,.421,0.3,.571,.457,0.6,1.3,.556,0.4,0.7,26,1.9,,,,,,,,,,,,
4540,1.0,.231,0.2,.313,.250,0.5,1.8,.667,0.2,0.2,13,1.3,3.9,.383,1.5,,6.0,.411,2.5,.795,0.7,0.6,61,7.0
4541,0.1,.000,0.0,.398,.398,4.2,10.5,.780,1.5,1.9,31,9.9,,,,,,,,,,,,
4542,0.0,,0.0,.333,.333,1.0,3.0,,0.0,0.0,1,2.0,,.000,,,3.7,.547,2.0,.742,1.8,1.4,108,5.5
4543,,,,,.309,3.0,9.8,.550,1.3,2.4,54,7.4,,,,,,,,,,,,
4544,1.0,.333,0.3,.483,.455,2.6,5.7,.613,1.3,2.1,149,6.8,,,,,,,,,,,,
4545,,,,,.357,2.0,5.7,.635,1.2,1.9,59,5.3,,,,,,,,,,,,
4546,0.9,.308,0.3,.492,.459,1.9,4.1,.691,0.8,1.2,339,4.9,1.1,.485,0.5,,7.2,.523,3.8,.716,4.5,3.2,30,11.3
4547,0.0,.333,0.0,.488,.487,1.5,3.1,.714,1.0,1.5,450,4.0,0.0,,0.0,,4.3,.542,2.3,.656,2.4,1.6,138,6.3
4548,0.0,.105,0.0,.496,.496,2.1,4.2,.570,1.0,1.7,510,5.1,,,,,9.9,.584,5.8,.703,5.5,3.9,111,15.4
4549,0.0,,0.0,.000,.000,0.0,1.0,,0.0,0.0,1,0.0,,,,,,,,,,,,
4550,0.0,,0.0,.477,.477,1.2,2.4,.598,0.5,0.8,170,2.8,,,,,,,,,,,,
4551,0.1,.000,0.0,.370,.370,0.9,2.5,.737,1.3,1.7,11,3.1,,,,,5.8,.491,2.8,.653,1.8,1.2,93,6.8
4552,0.0,.000,0.0,.408,.408,1.2,3.0,.580,0.8,1.4,87,3.3,0.2,.077,0.0,,9.7,.558,5.4,.512,4.7,2.4,63,13.2
4553,2.0,.356,0.7,.517,.493,7.2,14.7,.753,1.6,2.2,690,16.8,1.4,.303,0.4,,8.3,.509,4.2,.746,2.9,2.2,87,11.1
4554,2.5,.367,0.9,.487,.390,1.9,4.7,.858,0.7,0.8,581,5.3,,,,,,,,,,,,
4555,,,,,.305,1.4,4.5,.669,2.0,2.9,175,4.7,,,,,,,,,,,,
4556,0.1,.282,0.0,.445,.444,2.2,4.9,.821,1.8,2.2,598,6.2,,,,,7.8,.419,3.3,.791,3.5,2.8,80,9.3
4557,2.9,.368,1.1,.565,.441,1.9,4.3,.750,0.4,0.5,96,5.3,2.6,.386,1.0,,8.7,.498,4.3,.711,3.2,2.3,126,12.0
4558,1.8,.293,0.5,.495,.480,8.0,16.7,.765,5.4,7.1,1054,22.0,1.5,.333,0.5,,14.8,.494,7.3,.745,6.2,4.6,65,19.7
4559,0.2,.000,0.0,.150,.150,0.3,1.7,.500,0.2,0.3,12,0.7,,.367,,,2.6,.438,1.2,.729,1.6,1.1,82,3.6
4560,1.6,.325,0.5,.475,.420,2.0,4.6,.751,0.9,1.1,200,5.3,4.9,.365,1.8,,8.7,.405,3.5,.669,1.9,1.3,61,10.1
4561,,,,,.281,0.9,3.2,.617,0.5,0.7,63,2.3,,,,,,,,,,,,
4562,2.8,.321,0.9,.414,.366,3.4,9.4,.770,1.6,2.1,103,9.4,5.8,.317,1.8,,18.0,.410,7.4,.722,6.4,4.6,36,21.2
4563,,,,,.352,1.7,4.9,.886,2.8,3.2,11,6.3,,,,,,,,,,,,
4564,3.6,.363,1.3,.497,.445,5.6,12.5,.810,2.1,2.5,31,14.5,4.3,.325,1.4,,9.3,.465,4.3,.835,2.4,2.0,55,12.0
4565,0.5,.296,0.2,.441,.422,1.6,3.8,.875,0.7,0.8,53,4.1,,.500,,,10.4,.500,5.2,.814,2.9,2.3,144,12.8
4566,2.0,.327,0.7,.543,.476,2.3,4.9,.810,1.4,1.7,159,6.7,2.7,.385,1.0,,7.2,.547,3.9,.698,2.2,1.5,107,10.4
4567,0.3,.250,0.1,.280,.268,0.9,3.4,.765,1.1,1.4,12,3.0,,,,,,,,,,,,
4568,1.2,.167,0.2,.286,.238,0.5,2.1,.000,0.0,0.2,10,1.2,1.3,.331,0.4,,3.2,.418,1.3,.659,1.0,0.7,132,3.8
4569,4.0,.346,1.4,.468,.412,5.0,12.2,.694,1.7,2.5,419,13.1,2.8,.348,1.0,,7.7,.453,3.5,.753,2.3,1.8,71,9.7
4570,0.0,.000,0.0,.458,.458,1.1,2.4,.559,0.3,0.5,249,2.4,,,,,4.6,.543,2.5,.664,1.3,0.8,103,5.8
4571,0.0,,0.0,.354,.354,0.8,2.4,.708,0.6,0.9,81,2.3,,,,,13.6,.452,6.2,.704,4.1,2.9,48,15.2
4572,,,,,.459,5.2,11.2,.758,2.3,3.0,568,12.6,,,,,15.4,.484,7.4,.737,8.0,5.9,77,20.8
4573,,,,,.462,1.8,3.9,.766,0.9,1.2,40,4.5,,,,,,,,,,,,
4574,4.8,.325,1.6,.461,.414,6.8,16.5,.633,2.3,3.7,893,17.5,1.5,.252,0.4,,10.4,.449,4.7,.660,2.9,1.9,69,11.7
4575,,,,,.380,3.0,7.8,.633,1.1,1.8,228,7.0,,,,,,,,,,,,
4576,,,,,.470,6.7,14.2,.796,4.9,6.2,1032,18.2,,,,,16.8,.552,9.3,.660,8.9,5.9,81,24.4
4577,0.1,.059,0.0,.435,.435,3.4,7.9,.713,2.0,2.8,720,8.9,,,,,10.7,.517,5.5,.635,5.8,3.7,90,14.7
4578,0.1,.227,0.0,.436,.435,2.3,5.4,.762,1.7,2.2,658,6.4,,,,,,,,,,,,
4579,2.8,.369,1.0,.556,.446,2.1,4.8,.760,0.6,0.9,181,6.0,3.3,.285,0.9,,12.3,.456,5.6,.727,4.4,3.2,37,15.3
4580,,,,,.339,2.3,6.8,.725,2.2,3.0,65,6.7,,,,,,,,,,,,
4581,,,,,.461,6.6,14.4,.829,3.4,4.2,698,16.7,,,,,19.6,.492,9.7,.783,7.6,5.9,81,25.2
4582,6.2,.361,2.3,.488,.419,6.8,16.2,.840,3.8,4.6,723,19.7,3.5,.326,1.1,,12.2,.428,5.2,.783,5.8,4.5,111,16.1
4583,0.1,.206,0.0,.487,.485,2.8,5.7,.749,1.4,1.9,448,7.0,,,,,10.1,.571,5.8,.750,5.6,4.2,132,15.8
4584,3.3,.352,1.1,.487,.414,3.2,7.8,.795,0.9,1.1,167,8.5,5.1,.346,1.8,,9.9,.415,4.1,.738,2.0,1.5,32,11.5
4585,,,,,.354,1.4,4.0,.667,1.6,2.4,40,4.5,,,,,,,,,,,,
4586,0.0,.111,0.0,.462,.462,2.1,4.6,.630,1.1,1.8,445,5.3,0.1,.286,0.0,,9.7,.570,5.5,.568,5.6,3.2,50,14.3
4587,0.0,.200,0.0,.467,.467,3.0,6.5,.643,0.9,1.4,565,7.0,,,,,14.5,.518,7.5,.786,3.6,2.8,104,17.8
4588,3.1,.323,1.0,.462,.431,6.9,16.0,.779,4.3,5.5,613,19.1,3.1,.325,1.0,,11.8,.461,5.5,.754,6.3,4.7,37,16.6
4589,0.0,.137,0.0,.475,.474,2.4,5.0,.414,1.0,2.5,1088,5.7,,,,,,,,,,,,
4590,1.6,.312,0.5,.496,.469,4.2,9.0,.709,3.0,4.2,832,11.9,1.8,.175,0.3,,8.0,.438,3.5,.568,4.3,2.4,36,9.8
4591,0.1,.300,0.0,.465,.462,3.0,6.6,.740,1.5,2.1,381,7.6,0.8,.390,0.3,,11.6,.533,6.2,.738,5.4,4.0,127,16.7
4592,2.9,.336,1.0,.507,.467,5.7,12.2,.721,2.1,2.9,1109,14.4,0.1,.250,0.0,,8.6,.635,5.5,.621,3.4,2.1,69,13.0
4593,,,,,.278,3.7,13.3,.541,1.7,3.2,61,9.1,,,,,,,,,,,,
4594,0.7,.203,0.1,.440,.425,2.0,4.8,.671,1.0,1.4,106,5.2,3.1,.292,0.9,,11.0,.415,4.6,.613,4.2,2.6,129,12.6
4595,0.1,.000,0.0,.378,.378,0.7,1.9,.462,0.6,1.3,20,2.0,,,,,,,,,,,,
4596,0.2,.000,0.0,.400,.400,1.8,4.4,.556,1.1,2.0,9,4.7,,,,,,,,,,,,
4597,,,,,.185,0.5,2.7,.588,1.0,1.7,10,2.0,,,,,,,,,,,,
4598,0.0,,0.0,1.000,1.000,0.5,0.5,.000,0.0,1.0,2,1.0,5.3,.398,2.1,,9.7,.454,4.4,.796,4.1,3.2,92,14.1
4599,1.5,.361,0.6,.514,.441,1.7,3.9,.809,0.6,0.8,335,4.6,4.1,.426,1.7,,9.0,.500,4.5,.837,3.1,2.6,120,13.4
4600,,,,,.362,2.6,7.2,.708,2.4,3.4,370,7.7,,,,,15.7,.367,5.8,.691,5.9,4.1,51,15.6
4601,,,,,.167,0.3,1.5,,0.0,0.0,4,0.5,,,,,,,,,,,,
4602,0.0,.000,0.0,.521,.521,5.5,10.5,.660,2.4,3.6,468,13.3,,,,,13.2,.651,8.6,.642,4.9,3.1,87,20.3
4603,1.0,.415,0.4,.539,.406,0.6,1.5,.867,0.3,0.4,42,2.0,4.6,.401,1.8,,8.4,.404,3.4,.837,3.5,2.9,127,11.6
4604,0.0,.250,0.0,.455,.454,1.8,3.9,.711,0.7,1.0,341,4.2,,,,,11.0,.436,4.8,.787,2.5,2.0,87,11.6
4605,1.0,.326,0.3,.466,.429,1.9,4.3,.715,0.7,0.9,564,4.7,1.8,.284,0.5,,7.6,.426,3.3,.685,3.1,2.1,129,9.1
4606,1.3,.302,0.4,.468,.424,1.9,4.4,.905,1.4,1.5,187,5.5,1.5,.344,0.5,,6.1,.437,2.7,.722,3.2,2.3,134,8.1
4607,,,,,.393,4.0,10.2,.802,4.2,5.2,568,12.2,,,,,,,,,,,,
4608,,,,,.190,0.8,4.2,1.000,0.4,0.4,5,2.0,,,,,,,,,,,,
4609,2.8,.364,1.0,.502,.408,2.2,5.4,.771,0.8,1.0,630,6.3,2.5,.323,0.8,,6.5,.441,2.9,.636,2.4,1.5,91,8.1
4610,,,,,.356,1.2,3.4,.639,0.8,1.3,169,3.2,,,,,,,,,,,,
4611,0.4,.261,0.1,.452,.444,2.1,4.8,.705,0.4,0.5,88,4.7,,,,,,,,,,,,
4612,2.3,.333,0.8,.512,.429,2.0,4.7,.833,0.6,0.7,9,5.3,4.7,.349,1.6,,11.1,.402,4.5,.784,4.4,3.5,131,14.1
4613,0.0,,0.0,.293,.293,0.9,3.1,.642,0.5,0.8,64,2.3,,,,,,,,,,,,
4614,2.3,.284,0.7,.434,.418,2.9,7.0,.751,2.4,3.2,436,8.5,,,,,,,,,,,,
4615,0.0,.000,0.0,.401,.401,3.3,8.2,.603,1.4,2.3,186,7.9,,,,,,,,,,,,
4616,,,,,.452,2.7,5.9,.672,1.1,1.6,445,6.4,,,,,,,,,,,,
4617,0.0,,0.0,.583,.583,2.3,4.0,.600,1.0,1.7,3,5.7,0.0,,0.0,,11.0,.596,6.5,.592,4.6,2.7,135,15.8
4618,0.8,.262,0.2,.454,.440,3.1,7.1,.801,2.5,3.1,486,8.9,,,,,7.6,.460,3.5,.774,3.9,3.1,73,10.0
4619,,,,,.430,2.5,5.8,.827,1.0,1.2,303,6.0,,,,,11.8,.511,6.0,.808,4.3,3.5,84,15.5
4620,2.1,.357,0.7,.536,.507,6.4,12.6,.780,1.9,2.5,332,15.5,2.0,.315,0.6,,13.6,.555,7.5,.654,4.3,2.8,70,18.5
4621,0.8,.333,0.3,.443,.371,0.7,1.8,.750,0.3,0.4,19,1.9,4.9,.350,1.7,,10.6,.459,4.9,.788,4.8,3.8,57,15.2
4622,0.1,.208,0.0,.447,.443,1.6,3.5,.747,0.9,1.2,169,4.0,,,,,9.5,.472,4.5,.730,3.1,2.3,113,11.3
4623,0.2,.191,0.0,.493,.490,3.4,6.9,.726,2.6,3.6,526,9.4,0.3,.250,0.1,,10.6,.536,5.7,.659,5.9,3.9,135,15.4
4624,0.0,.000,0.0,.412,.412,1.3,3.1,.439,0.5,1.1,72,3.1,,,,,12.1,.550,6.7,.634,4.9,3.1,41,16.4
4625,1.3,.208,0.3,.385,.333,0.9,2.7,.750,0.2,0.2,18,2.2,,,,,,,,,,,,
4626,0.0,,0.0,.397,.397,2.1,5.3,.776,1.8,2.3,118,5.9,,,,,,,,,,,,
4627,0.7,.333,0.2,.479,.438,1.2,2.7,.538,0.4,0.7,18,2.9,3.4,.376,1.3,,10.7,.442,4.7,.754,4.9,3.7,73,14.4
4628,0.0,.000,0.0,.453,.453,1.6,3.6,.679,0.7,1.0,56,3.9,,,,,,,,,,,,
4629,0.2,.500,0.1,.404,.383,0.9,2.5,.800,0.8,1.1,19,2.8,,.250,,,6.1,.441,2.7,.800,2.4,1.9,63,7.3
4630,1.0,.333,0.3,.625,.500,0.7,1.3,,0.0,0.0,3,1.7,5.4,.361,2.0,,9.9,.397,3.9,.800,2.0,1.6,94,11.4
4631,2.3,.346,0.8,.461,.402,2.6,6.6,.757,0.8,1.1,104,6.9,6.1,.386,2.3,,10.9,.435,4.7,.785,2.4,1.9,112,13.7
4632,,,,,.449,4.2,9.4,.705,2.1,3.0,774,10.6,,,,,12.2,.451,5.5,.581,4.2,2.4,85,13.5
4633,0.0,.000,0.0,.526,.526,3.5,6.7,.656,2.2,3.3,507,9.2,,,,,15.8,.501,7.9,.682,6.3,4.3,73,20.1
4634,4.3,.386,1.7,.529,.447,4.5,10.2,.703,1.5,2.2,142,12.3,1.4,.384,0.5,,8.7,.521,4.5,.632,5.4,3.4,72,12.9
4635,0.4,.184,0.1,.458,.452,3.4,7.6,.746,1.6,2.2,194,8.6,,,,,11.4,.526,6.0,.729,5.1,3.7,95,15.7
4636,0.0,.250,0.0,.453,.453,4.2,9.3,.711,1.5,2.0,351,9.8,,,,,11.2,.536,6.0,.702,3.2,2.2,87,14.2
4637,,,,,.000,0.0,1.0,,0.0,0.0,1,0.0,,,,,,,,,,,,
4638,0.0,.333,0.0,.532,.532,4.4,8.3,.615,1.7,2.8,426,10.6,,,,,,,,,,,,
4639,,,,,.497,3.2,6.4,.605,1.0,1.6,100,7.3,,,,,,,,,,,,
4640,1.6,.359,0.6,.489,.404,1.4,3.5,.672,0.5,0.7,93,3.9,3.5,.337,1.2,,8.9,.425,3.8,.788,2.7,2.1,134,10.9
4641,1.7,.306,0.5,.432,.361,1.3,3.6,.960,0.6,0.7,37,3.8,5.7,.340,1.9,,12.2,.423,5.2,.807,4.2,3.3,66,15.6
4642,0.0,,0.0,.538,.538,0.9,1.6,.667,0.3,0.4,8,2.0,2.1,.290,0.6,,11.4,.484,5.5,.662,4.8,3.2,59,14.9
4643,0.0,,0.0,.414,.414,0.9,2.1,.478,0.8,1.6,14,2.5,0.0,,0.0,,4.4,.536,2.3,.542,2.4,1.3,106,6.0
4644,,,,,.323,1.1,3.5,.689,0.5,0.7,63,2.8,,,,,,,,,,,,
