fgapg,fgpct,fgpg,ftapg,ftpct,ftpg,games,height,pfpg,ptspg,sospg,trbpg
10.1,.449,4.6,3.5,.730,2.6,36,6-4,1.7,13.1,6.40,3.9
4.5,.425,1.9,2.0,.506,1.0,126,6-7,,5.0,9.26,4.5
11.4,.397,4.5,2.3,.937,2.2,55,6-2,2.5,13.7,-0.66,3.1
7.3,.448,3.3,2.4,.751,1.8,133,6-5,2.0,9.5,-0.82,4.8
8.5,.374,3.2,2.5,.746,1.8,48,6-4,2.0,8.2,-2.84,4.1
4.8,.403,1.9,1.1,.647,0.7,16,6-3,,4.6,,
6.1,.455,2.8,2.6,.709,1.9,133,6-3,2.7,7.8,9.14,3.1
5.5,.469,2.6,2.6,.651,1.7,119,6-8,3.4,6.8,-4.98,5.8
5.2,.523,2.7,2.7,.749,2.0,70,6-7,1.3,7.6,4.84,2.9
1.0,.500,0.5,0.0,,0.0,2,6-10,1.5,1.0,5.12,0.5
0.5,.267,0.1,0.2,.600,0.1,32,6-7,0.3,0.3,-3.89,0.4
7.2,.358,2.6,2.1,.710,1.5,70,,1.7,6.6,-8.16,2.5
2.0,.226,0.4,1.0,.556,0.6,27,6-6,2.0,1.4,-6.99,2.4
1.1,.474,0.5,0.4,.857,0.3,18,6-10,0.6,1.3,3.55,0.8
5.9,.376,2.2,1.9,.879,1.7,17,6-6,1.4,7.0,-1.33,3.0
12.8,.443,5.7,3.1,.741,2.3,115,6-0,1.1,14.6,-8.22,2.3
0.4,.200,0.1,0.5,.286,0.2,13,6-3,0.4,0.3,-7.79,0.3
2.5,.358,0.9,2.1,.833,1.7,38,5-9,1.4,3.6,-0.54,1.2
12.0,.512,6.2,5.6,.686,3.8,52,6-7,1.8,16.1,-3.27,6.5
1.5,.272,0.4,0.2,.375,0.1,85,6-2,0.9,1.2,-1.85,0.7
2.0,.585,1.2,0.9,.333,0.3,26,6-6,,2.7,-3.70,2.8
6.2,.499,3.1,2.8,.731,2.1,86,6-2,2.6,8.5,-7.59,3.5
1.9,.449,0.9,1.2,.684,0.8,66,6-1,1.3,2.6,-1.55,1.2
7.8,.412,3.2,3.1,.836,2.6,129,6-4,2.8,10.6,8.71,3.8
2.4,.283,0.7,1.0,.513,0.5,114,5-11,1.4,2.0,-2.65,1.1
10.1,.405,4.1,1.8,.673,1.2,27,6-1,,12.2,-7.25,2.9
3.6,.356,1.3,1.4,.588,0.8,85,6-4,1.3,3.7,-6.49,2.1
6.1,.547,3.4,4.5,.614,2.8,28,6-5,2.8,9.5,8.84,5.4
21.4,.445,9.5,4.1,.758,3.1,79,6-3,3.2,22.2,3.55,3.8
2.8,.348,1.0,1.5,.730,1.1,25,6-5,1.1,3.0,7.04,1.2
4.6,.398,1.8,1.5,.726,1.1,50,6-6,2.0,4.8,0.95,2.8
5.2,.333,1.7,1.7,.678,1.1,54,6-5,2.7,5.2,-5.67,2.7
3.1,.372,1.2,1.2,.600,0.7,39,6-4,1.1,3.2,-5.71,1.9
10.7,.545,5.8,3.3,.721,2.4,111,6-7,2.7,14.0,7.31,6.3
0.0,,0.0,0.0,,0.0,2,,0.0,0.0,6.05,0.0
8.4,.389,3.3,1.8,.750,1.3,36,6-2,1.6,9.1,-2.79,2.8
8.4,.490,4.1,1.9,.763,1.4,41,,1.5,9.6,5.43,5.3
1.9,.474,0.9,1.5,.541,0.8,51,6-7,1.8,2.6,7.42,2.4
6.9,.463,3.2,3.8,.688,2.6,132,6-7,2.1,9.5,9.51,4.7
2.8,.459,1.3,1.3,.734,1.0,48,6-3,1.3,3.9,0.23,1.1
0.9,.409,0.4,0.6,.625,0.4,71,6-8,1.2,1.1,-5.62,1.0
3.2,.538,1.7,1.9,.670,1.2,57,6-9,2.7,4.7,-1.39,2.4
8.2,.515,4.2,2.2,.710,1.6,74,6-9,2.9,10.0,-0.11,7.1
1.1,.438,0.5,0.0,,0.0,14,6-10,1.5,1.0,-1.86,2.1
1.3,.403,0.5,0.6,.412,0.3,53,6-10,1.4,1.3,-3.46,1.2
3.5,.373,1.3,0.6,.654,0.4,90,6-3,1.0,3.6,-4.28,1.4
1.5,.288,0.4,0.5,.414,0.2,55,6-10,0.3,1.3,-8.58,1.6
0.7,.412,0.3,0.8,.333,0.3,23,,0.7,0.9,-10.20,1.4
4.6,.451,2.1,2.3,.811,1.8,63,6-2,2.3,6.0,3.66,2.9
,,5.0,4.5,.669,3.0,29,,2.2,12.9,,
3.2,.429,1.4,1.7,.637,1.1,68,6-8,2.3,3.8,-3.57,3.7
4.0,.637,2.6,1.6,.638,1.0,110,6-10,2.4,6.1,8.98,4.6
1.7,.646,1.1,1.1,.405,0.4,77,6-10,1.9,2.6,2.57,2.4
21.2,.338,7.2,5.4,.711,3.8,18,,2.2,18.2,-4.59,
0.3,.143,0.0,0.1,.500,0.1,27,6-9,0.1,0.1,6.56,0.1
0.5,.455,0.2,0.3,.500,0.1,48,6-11,0.8,0.6,8.38,0.9
0.3,.000,0.0,0.0,,0.0,22,5-8,0.1,0.0,10.00,0.2
0.0,,0.0,0.0,,0.0,1,,0.0,0.0,-6.45,0.0
