fgapg,fgpct,fgpg,ftapg,ftpct,ftpg,games,height,pfpg,ptspg,sospg,trbpg
1.0,.267,0.3,0.3,.400,0.1,15,6-7,,0.7,-1.09,0.6
0.8,.372,0.3,0.8,.463,0.4,53,7-2,,1.0,9.84,0.9
0.2,.000,0.0,0.3,1.000,0.3,6,6-3,0.0,0.3,1.30,0.2
5.8,.491,2.8,1.8,.653,1.2,93,7-0,2.7,6.8,4.99,4.4
9.7,.558,5.4,4.7,.512,2.4,63,6-10,3.6,13.2,7.06,9.5
4.5,.266,1.2,1.8,.622,1.1,41,6-2,2.3,3.5,-2.14,4.2
,,,,,,0,6-6,,,-3.53,
4.1,.374,1.5,1.7,.636,1.1,26,6-8,2.0,4.3,3.28,2.8
0.4,.333,0.1,0.3,1.000,0.3,8,6-11,0.3,0.5,-2.25,0.0
0.4,.750,0.3,0.3,.000,0.0,18,7-1,0.1,0.7,9.04,0.3
1.7,.459,0.8,1.1,.684,0.7,35,7-1,1.4,2.3,1.02,1.5
8.3,.509,4.2,2.9,.746,2.2,87,6-10,2.4,11.1,7.86,8.0
1.3,.386,0.5,0.4,.692,0.3,33,7-1,0.9,1.3,0.85,1.4
4.0,.469,1.9,2.0,.625,1.3,8,6-9,1.0,5.1,-0.25,2.6
2.4,.471,1.1,0.9,.583,0.5,14,6-10,1.2,2.8,-6.95,2.6
1.5,.333,0.5,0.0,,0.0,2,6-3,0.0,1.0,-5.28,4.0
1.4,.500,0.7,0.5,.700,0.4,19,6-9,1.1,1.8,-3.54,1.4
7.8,.563,4.4,3.6,.498,1.8,64,6-11,0.5,10.6,-3.68,5.7
1.4,.231,0.3,0.4,1.000,0.4,9,6-9,0.2,1.2,5.27,0.4
4.1,.378,1.6,0.8,.793,0.6,38,5-10,1.2,3.7,-5.01,0.8
3.9,.443,1.7,1.2,.630,0.8,84,,2.5,4.2,-3.05,3.5
0.8,.000,0.0,0.0,,0.0,5,6-9,0.4,0.0,-8.05,0.4
1.1,.483,0.5,,.658,,55,6-9,0.5,1.5,1.19,1.2
9.7,.387,3.8,4.4,.628,2.8,73,,2.8,10.3,2.63,4.9
