fgapg,fgpct,fgpg,ftapg,ftpct,ftpg,games,height,pfpg,ptspg,sospg,trbpg
1.5,.667,1.0,2.0,.500,1.0,2,6-7,1.5,3.0,-0.09,0.5
8.6,.420,3.6,2.6,.774,2.0,61,,1.5,9.2,-1.10,3.9
0.6,.200,0.1,0.5,.500,0.2,17,5-10,0.5,0.5,-1.76,0.4
2.5,.250,0.6,0.7,.875,0.6,11,6-0,1.0,2.2,0.59,1.3
3.0,.212,0.6,0.4,.667,0.3,22,6-5,,1.9,-0.67,1.9
14.5,.515,7.5,5.2,.691,3.6,39,6-5,1.4,18.5,-7.13,5.5
3.0,.528,1.6,1.7,.550,0.9,24,,1.0,4.1,-4.31,1.0
0.3,1.000,0.3,0.0,,0.0,3,6-0,0.0,0.7,-6.94,0.0
0.0,,0.0,0.0,,0.0,1,,,0.0,0.03,0.0
5.0,.460,2.3,1.1,.636,0.7,20,,2.3,5.3,1.89,3.6
1.6,.263,0.4,0.3,.667,0.2,12,,,1.0,2.26,1.1
4.6,.383,1.8,2.7,.676,1.8,26,6-3,,5.4,-6.22,1.7
0.5,.438,0.2,0.5,.563,0.3,33,7-0,0.5,0.7,3.24,0.8
2.4,.412,1.0,1.0,.690,0.7,87,6-3,1.3,3.4,6.83,1.0
1.6,.393,0.6,0.9,.500,0.5,17,6-5,1.6,1.8,9.15,1.7
1.3,.667,0.9,0.0,,0.0,7,6-4,0.3,2.1,4.06,0.9
5.4,.637,3.4,4.8,.605,2.9,60,6-9,2.3,9.7,-0.65,6.7
4.8,.397,1.9,1.9,.650,1.2,62,6-9,2.6,5.1,1.05,4.6
1.0,.325,0.3,0.3,.727,0.2,42,5-11,0.1,1.0,9.34,0.3
2.0,.491,1.0,0.6,.729,0.5,109,6-10,1.2,2.7,1.27,2.2
3.0,.320,1.0,1.1,.667,0.7,57,6-0,0.7,2.7,-1.74,1.8
,,,,,,,,,,,
7.2,.477,3.4,2.6,.765,2.0,64,6-4,1.7,8.9,5.20,4.1
7.6,.382,2.9,2.7,.731,1.9,70,6-5,3.6,7.7,-3.64,7.3
2.3,.554,1.3,1.6,.364,0.6,28,6-10,2.9,3.1,0.09,2.9
12.0,.406,4.9,3.2,.716,2.3,21,6-4,2.3,13.4,8.09,2.9
1.5,.778,1.2,1.8,.545,1.0,6,6-4,1.5,3.3,4.68,0.5
6.8,.428,2.9,2.0,.656,1.3,79,6-4,1.8,7.1,1.83,3.6
1.2,.263,0.3,0.3,.600,0.2,16,6-3,0.6,1.0,-0.42,0.7
2.5,.530,1.3,0.9,.592,0.5,109,7-0,1.5,3.2,5.49,2.3
5.8,.401,2.3,1.5,.651,1.0,70,6-3,1.0,6.7,-2.37,2.6
3.2,.419,1.3,0.9,.391,0.3,27,6-10,1.5,3.0,-9.88,2.4
2.0,.492,1.0,0.6,.695,0.4,93,6-5,0.9,2.6,-3.87,2.2
1.0,.333,0.3,0.6,.833,0.5,21,6-0,1.0,1.4,6.84,0.5
2.4,.368,0.9,0.3,.750,0.2,16,6-1,0.9,2.3,3.16,1.0
5.4,.397,2.1,1.3,.670,0.9,66,6-4,2.0,5.2,8.28,1.0
0.3,.250,0.1,0.1,1.000,0.1,16,6-2,0.3,0.3,-3.33,0.2
8.8,.467,4.1,2.3,.707,1.6,116,6-6,2.5,9.8,5.45,4.7
,,1.5,0.7,.667,0.5,42,,1.4,3.4,2.61,
,,2.1,,,3.1,10,,,7.3,,
11.4,.491,5.6,4.3,.727,3.1,122,6-5,,14.6,-2.67,5.1
,.148,,,.167,,,5-11,,,,
3.2,.373,1.2,1.2,.767,0.9,26,6-3,,3.7,-11.30,1.3
7.5,.452,3.4,1.9,.702,1.3,25,6-5,2.6,8.1,-0.25,4.6
8.1,.445,3.6,2.2,.753,1.6,111,6-3,1.4,10.8,-8.31,3.6
,,0.4,0.6,.400,0.2,9,,0.6,1.1,,
0.0,,0.0,1.0,.500,0.5,4,,0.8,0.5,-0.16,0.3
0.0,,0.0,0.0,,0.0,1,,0.0,0.0,6.41,0.0
1.5,.294,0.5,0.5,.400,0.2,11,,0.7,1.1,-0.88,0.5
,,0.5,,,0.1,16,6-2,,1.1,,
0.9,.545,0.5,0.2,.500,0.1,12,6-1,0.5,1.2,7.40,0.7
4.6,.387,1.8,0.6,.692,0.4,23,,1.9,4.0,,2.3
4.2,.571,2.4,2.5,.691,1.7,75,6-10,1.1,6.6,-5.31,3.3
,,1.2,,,0.5,17,,,2.8,,
2.8,.353,1.0,1.7,.742,1.3,18,5-10,,3.3,-10.03,1.2
3.7,.426,1.6,1.0,.711,0.7,38,6-6,1.4,4.7,-6.02,2.4
11.3,.398,4.5,3.0,.769,2.3,70,,2.0,11.3,-2.19,2.3
