fgapg,fgpct,fgpg,ftapg,ftpct,ftpg,games,height,pfpg,ptspg,sospg,trbpg
0.3,.000,0.0,0.0,,0.0,6,5-10,0.2,0.0,2.65,0.0
0.5,.250,0.1,0.0,,0.0,8,,0.4,0.3,12.49,0.0
1.6,.189,0.3,0.4,.333,0.1,23,6-3,0.6,0.7,-1.70,0.9
11.0,.404,4.5,2.1,.845,1.8,110,6-2,0.8,13.6,-6.57,2.2
1.1,.200,0.2,0.6,.286,0.2,35,5-10,0.7,0.6,-7.87,
1.1,.295,0.3,0.3,.481,0.1,93,6-10,0.7,0.8,6.95,1.1
6.5,.498,3.2,2.9,.571,1.7,112,6-9,,8.1,-0.69,5.9
3.1,.493,1.5,0.6,.556,0.3,87,6-5,1.2,3.8,-0.43,2.3
7.5,.455,3.4,1.7,.789,1.4,111,6-6,2.1,9.5,7.45,3.1
7.1,.530,3.8,3.7,.694,2.5,123,6-7,2.5,10.2,-1.88,6.3
1.2,.405,0.5,0.3,.556,0.2,66,6-2,0.4,1.1,1.10,0.6
0.3,.667,0.2,0.9,.091,0.1,12,6-6,0.2,0.4,7.44,0.6
2.3,.389,0.9,0.5,.000,0.0,8,,0.8,1.8,3.86,0.6
5.0,.395,2.0,1.8,.740,1.4,42,5-10,1.1,5.3,-1.32,1.5
1.9,.477,0.9,0.6,.800,0.5,34,6-2,0.6,2.3,2.61,0.4
1.5,.250,0.4,0.5,.000,0.0,8,5-9,0.4,0.8,,
15.9,.420,6.7,6.4,.699,4.5,69,6-0,2.8,17.8,-8.25,4.3
5.9,.404,2.4,0.9,.839,0.8,132,6-3,1.5,7.4,-3.16,1.4
4.4,.236,1.0,2.1,.654,1.4,25,6-3,,3.4,-7.11,
2.7,.475,1.3,1.2,.500,0.6,15,6-7,0.9,3.1,1.67,1.6
0.5,.111,0.1,0.2,.333,0.1,20,6-9,0.4,0.2,3.56,0.8
0.7,.200,0.1,0.3,.500,0.1,7,6-8,1.0,0.4,1.73,1.1
0.0,,0.0,0.0,,0.0,1,,0.0,0.0,-4.47,0.0
0.5,.200,0.1,0.2,.800,0.2,22,5-9,0.5,0.4,-10.55,0.4
4.7,.472,2.2,1.5,.747,1.1,106,5-11,1.6,6.7,-3.24,2.2
2.9,.456,1.3,1.9,.560,1.0,62,6-3,2.4,3.7,-2.43,3.5
0.2,.000,0.0,0.0,,0.0,5,,0.2,0.0,3.92,0.4
2.8,.387,1.1,0.3,.667,0.2,22,6-3,0.5,2.9,11.78,0.9
11.8,.480,5.7,4.9,.651,3.2,30,6-10,2.0,15.1,-3.99,6.1
6.8,.407,2.8,1.1,.778,0.9,8,6-10,0.8,6.4,-5.84,3.1
0.7,.364,0.3,0.4,.538,0.2,31,6-7,1.1,0.7,-1.53,1.0
0.9,.438,0.4,0.4,.500,0.2,18,6-1,,1.1,-0.87,0.7
8.4,.454,3.8,1.8,.689,1.2,59,6-4,2.2,10.1,2.73,4.6
0.0,,0.0,0.0,,0.0,1,6-7,0.0,0.0,-7.16,1.0
4.3,.347,1.5,2.2,.602,1.3,91,5-11,2.2,4.9,-1.70,2.2
0.3,.000,0.0,0.0,,0.0,22,6-3,0.1,0.0,-2.47,0.2
9.7,.423,4.1,3.5,.731,2.6,101,6-1,2.3,12.5,11.00,4.1
5.2,.351,1.8,0.4,1.000,0.4,11,6-3,0.9,4.6,-3.70,1.4
6.0,.401,2.4,2.1,.704,1.5,52,6-2,,7.2,-2.64,3.3
7.9,.469,3.7,4.6,.654,3.0,81,6-5,,10.9,-2.26,6.2
2.9,.419,1.2,0.4,.692,0.3,30,6-2,0.8,3.4,-6.16,1.3
3.1,.544,1.7,1.4,.553,0.8,101,6-10,2.1,4.2,-4.47,3.4
6.5,.437,2.8,2.6,.665,1.8,86,6-3,,7.9,-6.01,3.1
3.1,.516,1.6,2.5,.631,1.6,82,7-1,1.7,4.7,7.23,4.4
4.3,.551,2.4,2.3,.670,1.5,41,5-11,2.0,6.3,-8.67,2.3
9.5,.442,4.2,3.5,.710,2.5,53,6-7,3.5,10.9,-2.65,5.9
12.3,.341,4.2,3.2,.659,2.1,65,6-1,3.6,10.4,3.17,7.8
1.5,.439,0.6,0.5,.733,0.4,28,,1.0,1.7,0.15,2.1
10.9,.486,5.3,3.6,.667,2.4,75,6-8,2.9,13.0,-8.62,11.0
1.3,.273,0.4,0.6,.741,0.5,42,,0.9,1.2,8.37,0.2
0.5,.222,0.1,0.3,.667,0.2,20,6-0,0.1,0.5,-1.20,0.1
2.0,.402,0.8,0.2,.667,0.1,54,6-2,0.8,1.7,3.20,0.4
8.3,.337,2.8,2.7,.444,1.2,40,6-7,1.1,6.8,-5.78,6.7
