fgapg,fgpct,fgpg,ftapg,ftpct,ftpg,games,height,pfpg,ptspg,sospg,trbpg
8.0,.408,3.3,1.3,.678,0.9,66,,1.5,7.4,-12.31,1.5
10.6,.553,5.9,2.7,.784,2.1,122,6-7,3.2,14.5,-2.58,4.1
,,0.9,0.2,4.167,0.9,29,5-8,1.9,2.6,,
11.6,.418,4.9,3.2,.723,2.3,48,6-3,2.9,12.0,7.72,4.8
5.3,.351,1.9,1.8,.620,1.1,43,6-3,1.6,4.9,0.92,2.6
1.5,.333,0.5,0.5,.500,0.3,4,,0.8,1.3,,0.5
3.0,.232,0.7,0.8,.515,0.4,41,6-8,0.7,1.8,-1.44,2.5
0.5,.000,0.0,0.0,,0.0,2,6-8,0.0,0.0,6.50,0.5
1.2,.333,0.4,0.1,.250,0.0,27,6-2,0.7,0.9,-12.84,0.6
0.5,.308,0.1,0.2,.333,0.1,54,6-8,0.9,0.4,-4.46,1.0
4.8,.362,1.7,1.3,.403,0.5,49,6-8,2.1,4.0,5.50,2.9
1.9,.368,0.7,0.9,.432,0.4,41,6-3,1.2,1.8,-2.01,2.0
0.6,.250,0.2,0.1,.000,0.0,13,6-0,0.5,0.3,-10.51,0.5
4.0,.454,1.8,2.1,.847,1.8,74,6-5,1.6,5.4,3.09,4.0
1.0,.400,0.4,0.5,.429,0.2,31,6-4,,1.0,-9.56,1.3
2.2,.402,0.9,0.8,.617,0.5,56,,0.9,2.3,2.22,1.7
3.4,.412,1.4,0.6,.744,0.4,75,6-5,1.3,4.2,-1.94,2.4
0.0,,0.0,0.0,,0.0,1,,0.0,0.0,-9.70,0.0
1.9,.333,0.6,0.6,.357,0.2,24,6-1,0.9,1.5,6.26,0.9
6.5,.437,2.9,3.6,.632,2.3,104,6-6,3.0,8.3,-7.09,4.2
10.3,.445,4.6,3.6,.644,2.3,50,6-4,3.0,11.5,4.55,5.4
1.2,.333,0.4,0.4,1.000,0.4,5,6-7,,1.4,-11.37,0.4
7.3,.418,3.0,2.7,.610,1.7,89,6-1,1.9,7.7,5.68,3.5
,,2.2,,,1.6,58,,2.9,6.1,,
6.9,.648,4.5,3.0,.985,3.0,66,,2.2,11.9,-3.44,9.9
,,,,,,,,,,,
7.2,.412,2.9,2.1,.617,1.3,39,,1.3,7.2,,1.2
4.5,.437,2.0,1.8,.680,1.2,55,6-11,2.5,5.1,-7.77,4.1
1.1,.000,0.0,0.8,.200,0.2,12,6-0,0.1,0.2,6.62,0.3
0.4,.333,0.1,0.0,,0.0,8,,0.6,0.3,-0.58,0.0
5.9,.421,2.5,1.9,.746,1.4,88,6-3,1.6,7.3,-3.24,3.3
5.8,.424,2.4,2.6,.870,2.2,72,6-1,2.4,8.7,2.60,1.9
4.0,.360,1.4,0.7,.736,0.5,73,6-0,1.2,4.4,2.56,0.9
4.9,.475,2.3,1.4,.772,1.1,64,6-4,1.5,7.0,-3.89,2.2
4.3,.352,1.5,1.9,.563,1.1,25,6-4,1.2,4.2,-2.70,2.8
3.2,.405,1.3,1.7,.432,0.7,26,6-6,1.8,3.3,-2.70,2.9
4.8,.483,2.3,0.7,.658,0.4,108,6-8,1.3,5.8,5.42,2.5
3.1,.403,1.2,1.5,.699,1.0,99,6-6,2.0,3.5,-3.93,2.8
,,,,,,,,,,,
10.9,.453,5.0,1.8,.707,1.3,41,6-4,2.5,13.3,0.45,4.3
1.9,.329,0.6,0.5,.837,0.4,87,6-4,,2.0,-0.05,1.1
1.0,1.000,1.0,0.0,,0.0,1,,1.0,2.0,1.78,0.0
11.1,.413,4.6,1.9,.730,1.4,39,6-4,1.5,10.6,-0.50,6.4
3.0,.333,1.0,0.0,,0.0,1,,2.0,2.0,7.35,3.0
7.0,.449,3.1,3.3,.611,2.0,85,6-6,1.9,8.4,1.63,5.5
3.6,.368,1.3,0.8,.641,0.5,48,6-3,1.3,3.5,-5.85,1.7
0.8,.333,0.3,0.0,,0.0,4,6-1,0.0,0.5,-2.61,0.5
6.4,.380,2.4,1.6,.740,1.2,46,5-9,1.7,6.0,1.20,1.6
6.6,.385,2.6,2.2,.738,1.6,103,6-0,1.6,7.9,-7.98,2.7
1.6,.589,1.0,0.9,.484,0.4,34,6-4,0.7,2.4,-6.59,0.8
8.1,.456,3.7,2.0,.577,1.2,83,6-7,1.7,8.8,1.63,4.4
3.1,.349,1.1,2.7,.732,2.0,41,6-0,2.4,4.2,0.03,1.5
6.1,.464,2.8,1.8,.667,1.2,56,6-8,1.6,6.9,-0.85,4.4
,,,,,,,,,,1.27,
6.6,.305,2.0,0.8,.571,0.4,9,6-2,,5.6,-6.09,1.9
4.9,.384,1.9,0.9,.704,0.6,31,6-7,1.3,4.4,0.38,2.0
2.1,.458,1.0,0.5,.600,0.3,28,6-2,1.1,2.3,-1.01,1.2
10.2,.419,4.3,3.3,.792,2.6,126,6-6,2.4,12.9,-1.03,5.7
0.3,.000,0.0,1.3,.750,1.0,3,5-10,0.0,1.0,-2.55,0.0
2.2,.364,0.8,0.2,.333,0.1,15,6-1,1.1,1.9,1.84,0.5
7.5,.488,3.7,1.6,.639,1.0,103,6-5,3.2,8.3,3.23,
3.0,.493,1.5,1.9,.555,1.0,127,6-8,1.8,4.1,7.57,4.9
